pesex,peeduca,ptdtrace,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1
1,43,1,57,1,-1,10,1,43,1
2,42,1,57,1,-1,5,1,21,1
2,39,1,21,1,-1,5,1,21,2
2,39,1,19,1,-1,5,4,22,16
1,43,1,47,1,-1,3,1,4,1
2,39,1,60,1,-1,6,3,23,14
2,39,1,69,1,-1,10,3,43,15
1,39,1,20,1,-1,11,3,46,14
2,43,1,24,2,-1,6,4,23,16
1,43,4,40,1,-1,8,2,32,3
2,43,4,39,7,-1,5,4,21,16
2,40,1,51,1,-1,5,4,22,16
2,43,1,26,2,-1,12,3,48,15
1,43,1,29,1,-1,4,1,10,1
1,44,1,51,1,-1,10,1,42,2
1,43,1,25,1,-1,6,10,23,22
1,46,1,55,1,-1,10,1,42,2
1,43,1,26,1,-1,6,10,23,22
1,43,1,22,1,-1,5,10,21,22
2,39,1,60,1,-1,11,3,44,13
2,43,1,51,1,-1,10,2,42,10
2,43,1,59,1,-1,8,5,32,17
1,40,1,47,1,-1,5,1,22,1
1,37,1,17,1,-1,11,4,46,16
1,44,1,62,1,-1,12,2,49,6
2,37,1,50,1,-1,9,5,38,17
2,38,1,64,1,-1,9,1,38,2
1,39,1,51,1,-1,5,2,21,10
1,39,1,21,1,-1,5,10,22,22
1,39,1,18,1,-1,5,3,22,13
2,44,2,36,1,-1,10,2,40,8
1,43,2,39,1,-1,4,10,15,22
1,41,4,29,1,-1,13,3,51,12
1,41,4,28,1,-1,13,3,51,12
2,39,1,57,1,-1,11,8,44,20
1,39,1,19,1,-1,1,6,2,18
1,40,1,31,1,-1,3,7,4,19
1,44,1,65,1,-1,9,1,36,2
2,40,1,52,1,-1,5,5,21,17
1,43,1,60,1,-1,6,5,23,17
1,43,1,33,1,-1,9,2,36,9
1,42,1,30,1,-1,5,4,21,16
2,43,1,49,1,-1,10,2,40,8
1,45,1,48,1,-1,3,7,4,19
1,39,1,42,1,-1,3,1,4,1
1,44,1,44,1,-1,3,7,4,19
2,44,1,43,1,-1,10,3,42,11
1,43,1,46,1,-1,9,2,36,9
2,39,2,27,4,20,6,10,23,22
1,39,2,20,4,1,10,10,43,22
1,39,1,77,1,-1,9,8,38,20
2,42,1,60,1,-1,9,2,36,7
1,39,1,41,1,-1,4,5,14,17
2,43,1,36,1,-1,5,1,21,2
1,43,1,35,1,-1,9,2,36,9
1,35,1,56,1,-1,4,4,14,16
2,45,1,21,1,-1,12,3,48,15
2,44,1,27,1,-1,10,1,43,2
1,39,1,26,1,-1,6,10,23,22
2,43,1,42,1,-1,10,2,42,10
1,43,1,60,1,-1,12,1,49,1
2,43,1,55,1,-1,10,5,42,17
2,39,1,45,1,-1,11,3,44,14
1,43,1,37,1,-1,8,2,32,3
2,43,1,33,1,-1,11,1,45,1
1,43,1,24,1,-1,10,1,41,2
2,43,1,64,1,-1,9,1,36,1
1,42,1,42,1,-1,3,10,4,22
2,43,1,60,1,-1,5,10,22,22
2,43,1,25,1,-1,6,2,24,4
2,39,4,34,1,-1,10,3,41,11
2,39,4,28,1,-1,9,2,36,10
2,43,1,53,1,-1,11,2,44,9
1,45,1,50,1,-1,11,1,46,1
2,43,1,34,1,-1,10,3,40,15
1,40,1,38,1,-1,6,1,23,1
1,43,4,41,1,-1,12,4,47,16
2,40,1,58,1,-1,9,2,38,10
1,32,1,57,1,-1,1,9,1,21
1,40,2,55,1,-1,10,3,42,14
2,39,2,54,1,-1,5,4,22,16
1,40,2,25,1,-1,10,5,42,17
1,44,1,68,1,-1,10,1,42,1
2,39,1,66,1,-1,10,1,42,1
2,43,2,45,1,-1,4,1,19,2
1,42,2,47,1,-1,9,3,38,14
1,36,2,18,1,-1,5,4,22,16
2,40,1,52,1,-1,5,4,22,16
1,38,1,47,1,-1,12,8,47,20
2,40,1,60,1,-1,5,4,22,16
1,37,1,17,1,-1,4,9,13,21
1,39,1,34,1,-1,11,3,46,13
2,39,1,27,1,-1,11,3,46,13
1,39,1,42,1,-1,4,9,15,21
2,43,1,42,1,-1,8,1,33,1
1,39,1,23,1,-1,3,8,4,20
2,40,1,60,1,-1,8,4,33,16
2,40,2,37,1,-1,10,3,42,11
2,39,1,54,1,-1,6,1,24,2
1,39,1,62,1,-1,4,9,20,21
1,43,1,50,2,-1,8,2,32,3
1,44,1,41,1,-1,9,2,36,5
2,44,1,32,1,-1,9,2,36,5
2,43,1,64,1,-1,13,2,51,6
1,44,1,64,1,-1,9,1,36,2
2,42,1,34,1,-1,10,2,42,10
1,42,1,30,1,-1,10,2,42,10
1,39,1,56,1,-1,4,4,13,16
2,41,2,41,1,-1,6,9,23,21
2,43,1,60,1,-1,4,1,14,2
1,39,1,68,1,-1,9,10,38,22
2,43,1,28,1,-1,9,1,36,2
2,44,1,24,1,-1,12,3,48,15
2,40,1,23,1,-1,10,5,40,17
2,40,1,20,1,-1,10,3,41,11
2,40,1,20,1,-1,5,4,22,16
2,43,2,42,1,-1,9,2,36,9
1,44,2,45,2,-1,11,2,44,9
2,43,1,48,1,-1,10,5,42,17
1,46,1,52,1,-1,10,1,42,1
2,40,1,48,1,-1,6,2,24,3
1,39,1,69,1,-1,5,3,21,14
2,39,1,43,1,-1,9,3,38,14
1,41,1,44,1,-1,9,3,38,14
2,39,3,19,1,-1,11,2,44,9
2,40,3,42,2,-1,10,2,42,10
1,39,3,45,1,-1,13,3,51,12
1,39,2,23,1,-1,10,10,43,22
2,44,2,60,1,-1,13,2,51,6
2,46,2,50,1,-1,10,2,40,5
1,42,1,46,1,-1,8,4,33,16
2,39,1,44,1,-1,10,1,42,1
2,42,1,20,1,-1,5,4,22,16
1,43,1,43,1,-1,9,2,36,3
1,43,1,62,1,-1,8,1,34,1
2,42,1,59,1,-1,10,2,42,10
1,39,1,49,1,-1,12,8,47,20
1,43,1,35,1,-1,4,2,9,4
2,43,1,35,1,-1,10,2,40,9
1,37,1,30,4,2,3,1,4,1
1,40,1,24,1,-1,3,1,4,2
2,39,1,24,1,-1,5,4,22,16
2,40,1,34,1,-1,5,4,22,16
2,39,1,62,1,-1,10,5,42,17
1,39,1,32,1,-1,3,7,4,19
1,39,1,64,1,-1,12,1,50,2
1,39,1,42,1,-1,3,7,4,19
1,43,1,70,1,-1,12,1,48,1
2,42,1,55,1,-1,9,5,36,17
2,39,1,46,1,-1,10,5,43,17
2,39,1,60,5,-1,5,3,21,15
1,39,3,64,1,-1,3,7,4,19
2,42,2,42,1,-1,8,1,33,1
1,40,2,44,1,-1,5,10,21,22
2,43,1,56,1,-1,5,5,21,17
1,43,1,57,1,-1,5,4,21,16
1,42,1,26,1,-1,12,8,47,20
2,38,1,40,1,-1,1,6,2,18
1,39,1,47,1,-1,3,7,4,19
2,44,4,64,1,-1,13,2,51,8
1,42,8,22,1,-1,8,5,32,17
1,44,11,48,2,-1,13,1,51,1
2,43,4,37,2,-1,7,2,31,9
2,42,4,50,1,-1,11,3,46,13
2,43,4,33,1,-1,11,3,46,13
2,40,4,21,1,-1,11,3,46,13
1,44,4,48,1,-1,13,8,51,20
1,44,1,64,1,-1,10,2,40,8
1,44,1,56,1,-1,10,2,40,8
1,39,4,60,1,-1,3,7,4,19
1,39,4,25,1,-1,3,7,4,19
2,40,5,21,1,-1,5,4,21,16
2,40,3,43,1,-1,5,2,21,3
1,40,1,48,1,-1,4,5,8,17
1,40,3,19,1,-1,5,2,22,10
2,43,1,44,1,-1,4,1,19,1
2,42,1,48,1,-1,10,5,40,17
2,43,1,33,1,-1,5,1,22,2
1,44,1,31,1,-1,9,5,36,17
2,43,1,44,1,-1,13,2,51,5
1,40,1,44,1,-1,3,7,4,19
2,43,1,32,1,-1,10,1,42,2
1,41,1,32,1,-1,4,4,13,16
1,44,1,67,1,-1,6,10,23,22
1,45,4,69,2,-1,10,2,40,8
2,43,4,58,2,-1,9,3,38,14
1,39,1,62,1,-1,5,4,21,16
2,42,1,71,1,-1,10,2,41,10
1,39,1,34,1,-1,4,9,19,21
2,39,1,32,1,-1,4,9,19,21
2,43,1,26,1,-1,5,10,22,22
2,43,1,62,1,-1,4,1,19,1
2,39,1,34,1,-1,11,1,46,1
1,38,1,44,1,-1,12,9,47,21
1,39,1,54,1,-1,8,5,32,17
2,43,1,38,1,-1,13,1,51,1
2,40,1,50,1,-1,5,5,22,17
1,39,1,29,1,-1,1,6,1,18
1,39,1,27,1,-1,1,6,1,18
1,39,1,38,1,-1,1,6,1,18
1,39,1,22,1,-1,1,6,1,18
2,40,1,61,1,-1,10,3,42,11
1,39,1,60,1,-1,9,9,39,21
1,39,1,34,1,-1,11,1,46,1
2,40,1,30,1,-1,11,1,46,1
2,39,1,63,1,-1,9,3,38,14
1,40,1,65,1,-1,9,3,38,14
2,43,1,47,1,-1,10,1,40,1
1,45,1,48,1,-1,10,2,40,8
2,42,7,20,1,-1,8,5,32,17
1,39,7,46,1,-1,12,8,47,20
1,39,7,22,1,-1,8,2,34,7
2,42,1,45,1,-1,9,5,38,17
1,40,1,50,1,-1,4,9,20,21
2,39,1,48,1,-1,9,3,38,14
2,40,1,37,1,-1,8,1,32,2
2,46,1,48,2,-1,10,2,42,5
1,39,1,53,2,-1,3,7,4,19
2,41,1,39,1,-1,10,3,42,11
1,41,1,40,1,-1,4,9,7,21
1,43,1,54,1,-1,5,1,21,1
2,43,1,56,1,-1,4,4,17,16
1,40,1,22,1,-1,5,10,22,22
2,40,1,62,1,-1,9,1,38,1
2,38,1,36,1,-1,11,3,46,13
1,39,2,32,1,-1,10,2,42,10
1,43,4,32,1,-1,10,10,40,22
1,44,1,59,1,-1,4,1,13,1
1,42,1,30,1,-1,4,8,10,20
2,44,1,27,1,-1,5,4,22,16
2,39,2,50,1,-1,13,5,51,17
1,40,1,51,2,-1,9,1,36,2
1,46,1,40,1,-1,12,5,49,17
1,42,1,29,1,-1,10,2,40,8
2,43,1,29,1,-1,9,1,37,1
1,35,2,59,1,-1,6,3,23,12
2,43,1,43,1,-1,9,1,36,2
1,43,1,50,1,-1,9,1,36,2
1,44,1,51,1,-1,8,1,32,1
2,43,1,50,1,-1,7,1,27,1
1,44,1,74,1,-1,10,2,40,8
2,44,1,70,1,-1,10,5,40,17
1,39,1,52,1,-1,5,5,22,17
2,44,1,45,1,-1,10,2,42,5
1,43,1,43,1,-1,3,7,4,19
1,39,1,43,1,-1,6,10,23,22
2,39,1,43,1,-1,10,3,43,15
1,43,1,39,1,-1,10,7,40,19
2,43,1,38,1,-1,11,2,44,9
1,43,1,40,1,-1,9,1,36,2
2,43,2,34,1,-1,9,2,36,3
1,40,1,43,1,-1,5,4,22,16
2,40,1,43,1,-1,10,3,42,11
2,42,1,59,1,-1,6,9,24,21
1,40,1,26,3,16,1,10,1,22
1,42,1,54,1,-1,9,1,36,2
1,40,1,53,1,-1,7,2,29,3
2,39,1,51,1,-1,4,5,8,17
1,39,1,55,1,-1,4,1,17,1
1,43,1,32,1,-1,9,4,36,16
2,44,1,29,1,-1,12,1,48,1
2,43,1,56,1,-1,10,2,43,8
1,40,1,56,1,-1,8,1,34,1
2,39,1,25,1,-1,5,3,22,15
1,39,1,22,1,-1,11,3,46,13
1,40,1,41,1,-1,5,1,21,2
2,44,1,38,1,-1,10,2,40,8
1,39,1,32,1,-1,4,1,13,2
2,43,1,31,1,-1,6,1,23,2
2,44,1,65,2,-1,10,2,42,10
2,44,1,52,1,-1,10,1,42,1
2,40,1,21,1,-1,11,2,44,9
2,43,4,64,1,-1,8,2,32,3
1,43,1,46,1,-1,13,2,51,4
2,40,1,49,4,1,11,3,46,13
1,39,1,33,1,-1,3,7,4,19
2,40,1,31,1,-1,10,3,41,11
2,46,4,39,1,-1,10,2,40,8
1,46,1,37,1,-1,10,2,42,5
2,39,1,32,1,-1,10,3,42,13
2,40,1,31,1,-1,10,2,40,8
2,39,1,51,1,-1,12,5,49,17
1,39,1,56,1,-1,3,7,4,19
2,39,1,24,1,-1,5,5,22,17
2,41,1,59,1,-1,5,5,21,17
2,37,2,54,1,-1,10,3,43,11
2,43,1,74,1,-1,10,2,43,6
1,42,1,28,1,-1,6,10,23,22
2,44,1,54,1,-1,8,1,32,2
1,44,1,59,1,-1,9,2,36,3
1,43,1,46,1,-1,9,1,36,1
2,43,1,44,1,-1,11,3,44,15
1,40,1,63,1,-1,6,10,23,22
2,39,1,51,1,-1,10,5,40,17
2,39,6,38,1,-1,5,5,21,17
1,43,6,37,1,-1,6,1,23,1
1,44,4,53,1,-1,4,9,6,21
2,40,2,55,1,-1,5,9,22,21
2,39,1,60,1,-1,11,3,46,13
1,38,1,45,7,-1,12,8,47,20
1,39,1,38,1,-1,4,8,15,20
2,39,1,42,1,-1,10,5,40,17
1,34,1,15,1,-1,11,2,44,9
1,43,1,51,1,-1,1,1,1,1
2,45,1,48,1,-1,10,2,40,5
2,39,1,63,1,-1,3,1,4,1
1,44,2,34,1,-1,4,9,15,21
2,44,2,34,1,-1,10,2,40,8
2,40,1,28,1,-1,10,5,42,17
1,40,1,50,1,-1,3,10,4,22
2,41,1,50,1,-1,10,2,41,10
1,38,1,18,1,-1,11,3,46,13
1,39,1,38,1,-1,4,10,5,22
1,44,1,61,1,-1,13,1,51,1
1,43,1,28,1,-1,10,2,40,3
1,40,1,24,1,-1,12,8,47,20
1,43,1,40,1,-1,5,4,21,16
2,40,6,26,1,-1,10,1,42,1
2,36,1,16,1,-1,11,3,46,13
2,43,1,61,1,-1,5,2,22,4
1,45,2,44,1,-1,6,1,24,1
1,39,1,55,1,-1,4,7,20,19
2,41,1,54,1,-1,6,5,23,17
1,39,1,27,1,-1,5,10,22,22
2,40,1,31,1,-1,11,1,45,1
1,39,1,31,1,-1,13,3,51,14
1,43,1,61,1,-1,6,5,23,17
2,43,1,39,1,-1,10,2,40,8
1,40,1,35,1,-1,4,8,18,20
2,44,1,38,1,-1,10,5,42,17
1,39,1,29,1,-1,12,3,48,15
2,39,1,39,1,-1,12,3,48,15
1,43,1,62,1,-1,4,9,6,21
2,44,1,56,1,-1,10,1,40,2
2,39,2,40,1,-1,5,10,22,22
1,39,1,61,1,-1,10,10,40,22
1,39,1,40,1,-1,9,2,36,3
2,44,1,39,1,-1,10,1,40,1
1,43,1,29,1,-1,5,4,22,16
2,43,1,30,1,-1,10,1,42,2
2,39,1,47,1,-1,10,3,43,11
1,39,1,56,1,-1,4,9,6,21
2,41,1,22,1,-1,12,3,48,15
1,46,4,41,1,-1,10,2,40,8
2,43,4,40,1,-1,4,5,8,17
1,36,1,33,1,-1,4,9,11,21
2,43,1,46,1,-1,10,5,40,17
2,35,1,16,1,-1,5,4,22,16
1,40,1,45,4,2,5,8,22,20
1,40,1,39,1,-1,11,3,46,13
2,43,1,29,1,-1,10,2,41,10
1,39,1,29,1,-1,3,7,4,19
2,40,1,53,2,-1,12,4,48,16
1,39,1,58,1,-1,4,2,6,3
1,39,1,26,1,-1,4,10,6,22
2,44,1,54,1,-1,10,2,43,6
1,40,1,33,1,-1,5,10,22,22
2,43,1,59,1,-1,5,10,22,22
1,39,1,64,1,-1,6,10,23,22
1,46,1,54,1,-1,10,1,40,1
2,44,1,55,1,-1,10,2,40,8
1,42,1,56,1,-1,3,1,4,1
2,40,1,49,1,-1,12,2,49,6
1,39,1,61,1,-1,9,3,38,14
2,41,1,57,1,-1,12,3,48,15
2,43,7,33,1,-1,1,1,1,1
1,43,7,32,1,-1,1,1,1,1
2,46,1,45,1,-1,10,1,40,1
1,43,1,46,1,-1,10,2,40,8
1,39,1,18,1,-1,13,3,51,14
2,40,1,39,1,-1,11,1,46,1
1,39,1,66,1,-1,1,1,1,1
2,42,1,27,1,-1,4,1,7,2
2,39,1,28,1,-1,10,3,42,11
2,40,1,24,1,-1,8,1,33,2
1,42,1,26,1,-1,12,7,47,19
2,40,1,31,1,-1,9,4,36,16
1,43,1,35,1,-1,8,1,32,2
2,44,1,67,1,-1,10,2,42,10
2,39,1,65,1,-1,10,1,43,1
2,40,1,21,1,-1,9,2,36,9
2,42,1,52,1,-1,10,1,40,1
1,39,2,50,1,-1,8,3,34,14
2,34,6,15,1,-1,5,5,22,17
1,43,1,28,1,-1,5,1,22,1
1,40,1,64,1,-1,10,3,40,15
2,40,1,75,1,-1,5,4,22,16
1,43,1,79,1,-1,5,4,22,16
1,39,1,58,1,-1,3,2,4,5
1,43,1,42,1,-1,9,5,36,17
2,44,1,42,1,-1,10,2,40,8
2,43,1,50,1,-1,10,2,40,8
1,44,1,55,1,-1,9,2,36,3
2,40,1,21,1,-1,10,5,40,17
2,43,1,34,1,-1,10,3,42,11
2,44,1,41,1,-1,10,2,40,6
1,46,1,40,1,-1,1,2,1,10
2,43,1,77,1,-1,10,2,40,8
1,43,1,44,1,-1,7,2,29,3
2,43,1,42,1,-1,10,2,43,8
1,36,1,16,1,-1,11,4,46,16
2,46,1,33,1,-1,10,2,40,8
1,44,1,32,1,-1,4,1,13,2
2,43,1,25,1,-1,9,1,37,2
1,43,1,24,1,-1,4,1,7,2
2,42,1,58,1,-1,10,1,40,1
1,43,1,62,1,-1,4,1,10,1
1,40,1,33,1,-1,3,7,4,19
2,39,1,33,1,-1,5,1,22,1
2,37,1,56,1,-1,6,10,23,22
1,35,1,55,1,-1,3,7,4,19
1,39,2,57,1,-1,4,9,7,21
2,39,2,55,1,-1,10,3,43,15
1,39,1,60,1,-1,4,9,20,21
2,44,1,55,1,-1,13,1,51,1
1,43,1,51,1,-1,12,1,49,1
1,40,1,54,1,-1,8,2,32,3
2,39,1,53,1,-1,5,4,22,16
2,39,1,26,1,-1,11,4,46,16
2,40,1,26,1,-1,5,4,22,16
2,44,1,59,1,-1,3,5,4,17
1,41,1,35,1,-1,9,2,36,3
1,43,1,58,1,-1,8,1,32,1
2,43,1,52,1,-1,10,1,40,1
2,40,1,43,1,-1,11,3,46,13
1,43,1,73,1,-1,3,1,4,1
1,40,1,38,1,-1,4,1,10,1
2,39,1,36,1,-1,4,5,20,17
1,39,2,55,1,-1,6,10,23,22
1,43,1,37,1,-1,8,1,33,2
2,46,1,34,1,-1,10,2,42,10
1,44,1,49,1,-1,12,1,49,1
2,44,1,49,1,-1,10,2,40,5
1,39,1,19,1,-1,9,3,38,14
1,39,1,33,2,-1,5,4,22,16
2,44,1,32,2,-1,10,1,42,2
1,44,1,48,1,-1,8,1,32,1
2,43,1,48,1,-1,4,5,19,17
1,38,1,18,1,-1,11,3,44,15
1,40,1,69,1,-1,10,3,40,14
1,39,1,71,1,-1,12,2,49,6
1,39,1,32,1,-1,3,7,4,19
1,45,1,31,1,-1,10,2,41,10
2,43,1,49,1,-1,5,1,22,2
2,39,1,35,1,-1,5,1,22,2
1,37,1,19,1,-1,5,4,22,16
2,40,1,52,1,-1,13,3,51,11
2,39,1,19,1,-1,12,1,48,1
1,39,1,22,1,-1,4,9,17,21
1,39,1,65,1,-1,3,7,4,19
1,41,1,44,4,52,5,4,22,16
2,40,1,20,1,-1,10,5,40,17
1,44,1,64,1,-1,1,1,1,1
1,44,1,30,1,-1,10,2,40,8
1,39,1,52,1,-1,4,4,11,16
2,39,1,44,1,-1,12,3,48,15
1,39,1,19,1,-1,5,3,22,13
2,37,2,37,1,-1,10,3,43,11
1,38,2,37,1,-1,4,3,13,14
1,43,2,47,1,-1,13,2,51,10
1,40,2,20,1,-1,5,2,22,10
1,40,1,27,4,21,11,3,44,15
2,44,1,45,1,-1,5,4,22,16
1,43,2,48,1,-1,5,4,21,16
2,44,1,41,1,-1,10,1,42,1
2,44,2,40,1,-1,10,2,40,9
1,44,1,30,1,-1,10,5,40,17
2,43,1,25,1,-1,8,5,32,17
2,39,1,66,1,-1,5,5,21,17
2,43,2,43,1,-1,8,1,32,1
1,39,2,42,1,-1,6,10,23,22
1,39,2,21,1,-1,6,10,23,22
1,39,2,20,1,-1,6,10,23,22
1,45,1,43,1,-1,9,2,36,7
2,44,1,42,1,-1,10,2,40,8
1,37,2,48,1,-1,9,3,38,12
1,43,2,56,1,-1,10,10,41,22
2,41,2,55,1,-1,10,2,42,10
2,42,1,31,1,-1,10,2,41,10
1,39,1,37,1,-1,2,8,3,20
2,42,1,54,1,-1,9,5,36,17
1,39,1,41,1,-1,2,1,3,1
2,43,1,41,1,-1,10,2,40,8
1,41,1,45,1,-1,9,3,38,14
2,44,1,55,1,-1,8,4,33,16
1,39,1,67,1,-1,12,3,48,14
1,39,1,57,1,-1,3,3,4,14
1,41,1,40,1,-1,9,5,36,17
2,43,1,35,1,-1,10,2,40,8
1,40,2,34,1,-1,11,3,46,14
2,44,1,51,1,-1,10,1,42,1
1,39,1,47,1,-1,6,5,23,17
1,40,1,37,1,-1,3,7,4,19
1,39,1,51,1,-1,5,1,22,2
2,39,1,51,1,-1,11,1,46,1
1,40,1,72,1,-1,4,10,11,22
2,39,1,37,1,-1,11,3,46,13
1,39,1,47,1,-1,3,7,4,19
2,43,1,41,1,-1,10,3,42,11
2,39,1,60,1,-1,3,1,4,1
1,39,1,44,1,-1,9,1,36,1
1,39,1,18,1,-1,5,4,22,16
2,36,1,17,1,-1,5,4,22,16
1,39,1,34,1,-1,10,3,40,14
2,39,1,32,1,-1,10,5,40,17
2,42,2,50,1,-1,4,9,14,21
2,43,2,32,1,-1,13,1,51,2
2,43,1,38,1,-1,12,1,49,2
1,40,2,62,1,-1,13,3,51,12
2,40,2,58,1,-1,13,2,51,3
2,39,2,22,1,-1,5,4,22,16
1,39,2,22,1,-1,5,9,22,21
2,42,1,60,1,-1,9,5,36,17
1,39,1,56,1,-1,4,10,6,22
1,43,1,70,2,-1,4,1,13,1
2,44,4,36,1,-1,8,2,33,3
2,39,2,22,1,-1,5,4,22,16
2,40,2,51,1,-1,10,3,42,14
2,43,2,24,1,-1,10,2,40,8
2,44,4,40,1,-1,4,2,19,5
1,40,1,36,1,-1,3,7,4,19
1,44,2,36,1,-1,9,1,36,2
2,44,2,32,1,-1,9,1,36,2
1,44,1,67,1,-1,10,2,40,8
1,43,1,55,1,-1,5,4,21,16
1,46,1,51,1,-1,9,1,36,2
1,39,2,25,1,-1,3,7,4,19
1,43,1,59,1,-1,3,2,4,4
2,34,1,42,1,-1,5,4,22,16
2,40,1,65,1,-1,5,4,22,16
1,40,1,44,1,-1,5,10,22,22
1,39,1,31,1,-1,10,3,41,14
2,42,1,43,1,-1,5,4,22,16
1,40,1,43,1,-1,13,1,51,2
2,42,1,43,1,-1,5,4,22,16
1,39,1,50,1,-1,5,4,22,16
1,43,1,42,1,-1,10,2,41,10
1,44,1,49,1,-1,13,1,51,2
2,44,1,46,1,-1,10,2,40,8
2,43,1,47,1,-1,9,1,36,2
1,43,1,33,1,-1,9,1,38,2
2,44,1,33,1,-1,10,2,40,10
1,39,3,42,1,-1,10,2,43,6
1,43,1,45,1,-1,12,5,49,17
1,43,2,45,1,-1,8,4,33,16
1,32,2,30,1,-1,3,7,4,19
2,39,1,43,1,-1,11,3,46,14
2,43,1,39,1,-1,10,2,40,8
1,44,1,39,1,-1,9,1,38,2
1,44,1,53,1,-1,10,2,40,8
2,43,1,53,1,-1,10,2,41,10
2,43,4,61,1,-1,8,5,32,17
2,43,4,29,1,-1,9,2,36,9
2,39,4,55,1,-1,9,3,38,11
1,44,2,37,1,-1,10,2,42,10
2,46,2,31,1,-1,13,2,51,7
2,44,4,26,1,-1,10,2,40,3
1,43,1,27,1,-1,8,4,32,16
2,44,1,67,5,-1,4,1,19,1
1,41,4,23,1,-1,8,4,34,16
1,39,4,53,4,4,11,3,46,13
2,39,4,50,1,-1,4,9,13,21
1,44,1,61,1,-1,4,2,19,4
2,44,1,61,1,-1,10,2,40,8
2,43,1,57,1,-1,10,2,42,10
1,39,1,52,1,-1,9,3,38,14
1,43,1,24,1,-1,9,3,38,14
1,43,1,56,1,-1,13,3,51,12
2,43,1,53,1,-1,10,3,42,11
1,40,1,33,1,-1,6,8,23,20
1,39,1,36,1,-1,11,3,46,13
2,43,1,37,1,-1,10,2,42,10
2,39,1,30,1,-1,10,3,42,11
1,43,1,26,1,-1,3,1,4,1
1,40,1,54,1,-1,11,1,46,1
2,40,1,51,1,-1,11,1,46,1
1,43,1,23,2,-1,10,2,40,8
2,40,1,61,1,-1,11,1,46,1
1,44,1,73,7,-1,4,3,13,11
2,44,1,64,5,-1,10,1,42,1
1,44,4,46,2,-1,13,2,51,3
1,43,1,35,1,-1,13,1,51,2
1,43,1,53,1,-1,5,4,22,16
2,43,1,54,1,-1,3,5,4,17
1,42,1,20,1,-1,11,10,44,22
1,40,1,39,1,-1,10,3,41,11
1,39,1,48,1,-1,6,10,23,22
2,39,1,59,1,-1,12,1,48,2
1,43,1,58,1,-1,6,10,23,22
2,39,1,54,1,-1,4,9,10,21
1,39,1,53,1,-1,4,9,10,21
1,40,1,26,1,-1,9,8,38,20
2,42,1,27,1,-1,10,3,42,11
1,40,1,57,1,-1,9,4,38,16
2,39,1,29,1,-1,11,9,46,21
2,43,1,32,1,-1,10,9,42,21
1,43,1,57,1,-1,4,1,7,1
2,43,1,57,1,-1,9,1,36,2
2,40,1,53,1,-1,10,2,40,8
1,40,1,58,1,-1,4,10,15,22
1,41,2,40,1,-1,13,9,51,21
2,41,2,41,1,-1,11,3,45,14
1,40,1,46,1,-1,4,9,10,21
2,42,1,72,1,-1,9,5,39,17
2,40,1,44,1,-1,10,3,40,14
1,40,1,45,1,-1,3,7,4,19
2,40,1,47,1,-1,6,10,23,22
2,39,1,54,1,-1,6,10,23,22
1,39,1,52,1,-1,6,10,23,22
2,40,1,59,1,-1,11,3,44,13
2,43,1,47,1,-1,9,5,36,17
2,40,1,19,1,-1,11,3,46,13
1,39,1,35,1,-1,9,3,38,14
2,40,7,58,1,-1,9,1,36,2
1,37,1,68,1,-1,12,8,47,20
2,39,1,59,1,-1,11,3,46,13
2,43,2,59,1,-1,10,5,42,17
1,37,2,28,1,-1,6,10,23,22
1,43,1,41,1,-1,4,2,10,4
2,44,1,34,1,-1,10,2,40,8
2,37,1,35,1,-1,6,10,23,22
1,36,1,16,4,1,11,3,46,13
1,40,1,32,1,-1,6,10,23,22
2,44,1,38,1,-1,10,5,40,17
1,43,1,40,1,-1,9,2,36,4
2,44,1,54,1,-1,10,2,43,8
1,43,4,53,1,-1,9,1,36,1
2,42,1,48,1,-1,5,1,22,2
1,44,1,29,1,-1,10,1,40,1
2,43,1,30,1,-1,7,2,27,9
1,44,1,55,1,-1,10,4,42,16
2,43,1,39,1,-1,8,4,34,16
1,43,1,43,1,-1,4,4,8,16
2,42,2,34,1,-1,4,9,13,21
1,39,2,42,1,-1,3,7,4,19
1,40,1,28,1,-1,3,7,4,19
2,43,1,64,1,-1,9,2,36,7
1,43,1,26,1,-1,4,4,19,16
1,44,4,36,1,-1,4,2,19,5
1,43,4,37,1,-1,9,2,36,3
1,43,4,37,1,-1,9,2,36,3
1,39,1,36,1,-1,4,9,6,21
2,43,1,34,1,-1,9,1,36,2
1,37,2,44,1,-1,11,3,46,13
1,41,1,62,1,-1,4,9,14,21
1,41,1,43,1,-1,4,2,7,4
2,44,1,44,1,-1,10,2,40,8
2,39,1,53,1,-1,10,2,40,8
1,44,1,72,1,-1,11,1,44,1
1,43,1,42,1,-1,9,2,36,3
1,40,1,49,1,-1,3,7,4,19
2,43,1,49,1,-1,10,2,40,3
2,43,1,25,1,-1,13,5,51,17
2,44,1,28,1,-1,13,2,51,10
1,43,1,29,1,-1,8,1,32,2
2,42,4,51,1,-1,9,5,36,17
2,39,1,27,1,-1,5,5,22,17
2,42,1,34,1,-1,6,1,24,1
1,39,1,41,1,-1,6,8,24,20
1,39,1,38,1,-1,4,9,6,21
2,39,1,62,1,-1,10,2,40,8
1,39,1,64,1,-1,4,9,13,21
2,39,1,28,4,2,11,5,45,17
2,42,1,32,1,-1,8,3,32,11
