pesex,peeduca,ptdtrace,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1,gtcbsa
2,39,1,45,2,-1,10,5,40,17,41620
2,40,1,23,1,-1,10,2,42,10,41620
1,39,1,21,1,-1,3,7,4,19,41620
2,45,4,61,1,-1,13,2,51,7,41620
2,43,1,31,1,-1,5,4,22,16,41620
1,41,1,35,1,-1,6,8,23,20,41620
1,43,1,67,1,-1,3,5,4,17,41620
1,39,1,21,1,-1,11,3,46,13,41620
2,39,1,23,1,-1,5,4,22,16,41620
1,40,1,52,1,-1,5,4,22,16,41620
2,43,1,26,1,-1,10,2,41,10,0
1,43,1,28,1,-1,8,1,32,2,0
1,38,1,62,1,-1,4,10,9,22,41620
2,37,1,17,1,-1,11,3,46,13,41620
2,36,1,45,1,-1,12,3,50,14,41620
1,41,1,53,1,-1,6,9,24,21,41620
2,39,1,46,1,-1,3,5,4,17,41620
2,41,1,33,1,-1,13,5,51,17,41620
2,39,1,18,1,-1,13,5,51,17,41620
1,39,1,20,1,-1,6,10,24,22,41620
1,44,1,54,1,-1,10,1,40,1,41620
1,39,1,20,1,-1,10,3,42,11,41620
1,42,1,50,1,-1,13,3,51,12,39340
2,42,1,48,1,-1,10,2,41,10,39340
2,35,1,16,1,-1,11,3,44,12,39340
2,42,1,20,1,-1,3,7,4,19,39340
1,43,1,43,1,-1,5,1,21,1,39340
1,43,1,39,1,-1,5,4,22,16,39340
2,43,1,42,1,-1,5,4,22,16,39340
1,43,1,59,1,-1,9,1,36,2,39340
1,43,1,50,1,-1,3,1,4,2,39340
2,40,1,19,4,8,10,2,40,8,39340
1,40,1,23,1,-1,9,3,38,14,39340
2,42,1,28,1,-1,3,1,4,1,39340
1,43,1,46,1,-1,4,1,19,1,39340
2,39,1,34,1,-1,12,3,48,15,39340
1,44,1,37,1,-1,9,1,36,1,39340
2,43,1,34,1,-1,5,4,22,16,39340
1,43,1,73,1,-1,8,1,33,1,39340
1,43,1,36,4,16,7,2,26,9,0
2,44,1,40,1,-1,10,2,40,8,0
1,46,1,55,1,-1,9,2,36,7,41620
2,43,1,47,1,-1,10,2,40,10,36260
1,44,1,49,1,-1,9,2,36,4,36260
2,40,1,19,1,-1,4,9,13,21,36260
2,35,1,15,1,-1,11,4,46,16,36260
1,40,1,39,1,-1,3,1,4,1,36260
2,41,1,36,1,-1,3,2,4,9,36260
1,40,1,26,1,-1,5,4,22,16,0
1,39,1,26,1,-1,3,8,4,20,36260
2,43,1,37,1,-1,10,2,42,10,36260
1,40,1,43,1,-1,6,5,23,17,36260
2,41,1,44,1,-1,5,2,22,10,36260
1,39,1,18,1,-1,13,8,51,20,36260
2,37,1,17,1,-1,10,3,42,11,36260
1,43,1,55,1,-1,13,2,51,3,36260
2,40,1,30,1,-1,13,1,51,2,36260
1,44,7,45,1,-1,4,9,10,21,36260
2,39,1,48,1,-1,5,4,22,16,36260
2,44,1,56,1,-1,10,2,41,10,36260
1,44,1,58,1,-1,4,1,10,1,36260
1,40,1,22,1,-1,10,1,40,1,36260
2,42,3,46,1,-1,13,5,51,17,36260
1,43,1,29,1,-1,4,1,7,2,0
2,43,1,31,2,-1,10,2,40,8,0
1,43,1,35,1,-1,9,1,38,1,36260
1,43,1,53,1,-1,10,1,40,2,39340
2,40,1,54,1,-1,12,5,49,17,39340
1,39,1,19,1,-1,4,10,10,22,39340
1,42,1,32,1,-1,12,8,47,20,36260
1,41,1,29,1,-1,4,3,14,14,36260
1,39,1,26,1,-1,11,4,46,16,36260
1,41,1,25,1,-1,4,10,14,22,36260
1,41,1,31,1,-1,13,8,51,20,39340
2,43,1,32,4,3,4,2,7,3,36260
1,43,1,29,1,-1,4,2,10,4,36260
1,39,1,26,1,-1,9,5,36,17,36260
2,40,1,34,1,-1,9,5,36,17,36260
1,41,1,25,1,-1,5,8,22,20,28420
2,44,1,24,1,-1,10,2,40,8,28420
1,39,1,34,1,-1,7,8,29,20,38900
2,43,1,36,1,-1,3,1,4,1,38900
2,42,1,37,1,-1,10,2,42,10,28420
2,32,1,65,2,-1,9,3,38,14,28420
1,31,1,74,1,-1,3,7,4,19,28420
1,43,1,60,1,-1,10,2,40,8,38900
2,44,2,50,1,-1,13,5,51,17,38900
2,40,1,48,1,-1,8,1,32,1,42660
1,43,1,43,1,-1,5,10,22,22,42660
1,35,2,54,1,-1,4,9,7,21,38900
1,36,2,23,1,-1,3,10,4,22,38900
1,44,1,34,1,-1,9,1,36,1,38900
2,46,1,34,1,-1,10,2,42,10,38900
1,43,1,29,1,-1,8,5,32,17,38900
2,43,1,27,1,-1,10,2,42,10,38900
2,39,1,68,1,-1,5,5,22,17,0
2,42,1,35,1,-1,10,3,41,11,0
1,39,1,37,1,-1,9,10,39,22,0
2,40,1,38,1,-1,6,5,24,17,0
1,40,1,40,1,-1,4,9,17,21,0
2,40,1,19,1,-1,11,3,46,13,0
1,39,1,57,1,-1,3,1,4,1,0
2,39,1,57,1,-1,10,2,40,8,0
1,43,1,37,1,-1,3,10,4,22,0
1,40,1,68,1,-1,3,7,4,19,0
2,41,1,62,1,-1,10,10,40,22,0
1,33,1,21,1,-1,1,6,1,18,0
2,40,1,45,3,2,10,2,40,8,0
1,39,1,32,4,21,4,9,19,21,0
2,43,1,53,1,-1,10,2,43,8,42660
1,44,1,53,1,-1,5,4,22,16,42660
2,40,1,64,1,-1,12,2,49,6,42660
1,46,4,80,1,-1,11,1,46,1,42660
2,39,4,61,1,-1,11,3,46,13,42660
1,44,1,33,1,-1,9,1,36,1,42660
2,44,1,30,1,-1,7,1,30,1,42660
2,43,1,25,1,-1,11,1,45,1,42660
2,43,1,26,1,-1,9,2,36,9,42660
2,43,1,26,1,-1,9,5,36,17,42660
1,39,4,57,1,-1,4,9,10,21,42660
1,40,1,59,1,-1,4,1,10,1,42660
2,40,1,58,1,-1,10,3,43,15,42660
2,39,1,69,1,-1,5,5,22,17,42660
1,39,1,64,1,-1,5,3,22,13,42660
1,39,1,42,1,-1,5,4,22,16,42660
1,39,1,19,1,-1,11,3,46,13,42660
2,38,1,18,1,-1,11,3,46,13,42660
2,39,4,62,1,-1,10,1,40,2,42660
1,46,1,80,1,-1,9,2,36,5,42660
2,44,4,53,1,-1,13,2,51,5,42660
1,43,1,58,1,-1,10,2,40,3,42660
1,45,1,72,1,-1,9,2,36,7,42660
2,45,1,51,1,-1,12,2,49,7,42660
2,43,1,22,1,-1,10,2,40,8,42660
1,43,1,38,1,-1,8,1,32,1,42660
2,40,1,38,1,-1,11,3,44,15,42660
1,44,1,41,1,-1,4,2,13,3,42660
2,43,1,44,1,-1,5,1,22,1,42660
2,43,1,37,1,-1,10,2,42,3,42660
2,38,1,39,1,-1,9,3,38,14,42660
1,39,1,40,1,-1,9,3,38,14,42660
2,40,1,19,1,-1,10,5,40,17,42660
2,44,1,51,1,-1,9,1,36,2,42660
1,44,1,30,1,-1,11,3,46,13,28420
2,40,1,32,1,-1,11,3,46,13,28420
1,44,4,40,1,-1,6,1,23,2,42660
2,43,1,36,1,-1,10,2,40,8,42660
2,43,1,62,1,-1,12,2,49,8,42660
1,40,1,61,1,-1,4,8,10,20,42660
2,43,1,44,1,-1,10,2,40,8,42660
1,43,4,60,1,-1,9,2,36,9,42660
1,43,1,57,1,-1,8,4,34,16,42660
2,43,1,53,1,-1,8,4,34,16,42660
2,43,1,22,4,8,5,4,22,16,42660
2,45,4,46,1,-1,10,2,41,10,42660
1,44,1,52,1,-1,11,1,44,1,42660
1,39,8,18,1,-1,11,2,44,9,42660
2,44,1,62,1,-1,9,1,36,1,42660
2,43,1,41,1,-1,11,3,46,13,42660
1,45,1,42,1,-1,13,2,51,7,42660
2,43,4,43,1,-1,12,3,48,15,42660
1,46,1,80,1,-1,9,1,36,1,42660
2,43,2,31,1,-1,9,3,38,12,42660
1,44,1,43,1,-1,10,2,42,10,0
2,44,1,45,1,-1,10,2,41,10,0
1,34,1,66,1,-1,10,3,42,11,34580
1,44,1,52,1,-1,3,2,4,5,0
2,44,1,42,1,-1,10,2,40,8,0
1,37,1,16,1,-1,11,3,44,12,0
2,38,3,71,1,-1,11,10,44,22,0
1,33,3,62,1,-1,1,6,1,18,0
1,39,1,68,1,-1,4,7,10,19,42660
2,39,1,34,1,-1,5,2,22,9,42660
2,46,4,31,1,-1,10,2,42,10,42660
1,46,4,37,1,-1,10,2,41,10,42660
1,40,3,48,1,-1,5,3,22,12,42660
2,40,3,21,1,-1,10,2,43,8,42660
1,39,3,25,1,-1,6,5,23,17,42660
2,37,1,66,4,12,6,10,23,22,42660
2,43,1,33,1,-1,10,2,42,10,28420
1,44,1,30,1,-1,4,9,10,21,28420
2,39,1,60,1,-1,8,1,33,2,42660
1,39,1,46,1,-1,7,8,29,20,42660
1,39,1,40,1,-1,4,9,6,21,42660
2,39,1,38,1,-1,4,9,6,21,42660
1,40,1,38,1,-1,12,3,48,11,42660
1,40,1,49,1,-1,3,7,4,19,42660
2,40,1,47,1,-1,10,2,42,10,42660
1,44,4,35,1,-1,5,2,22,3,42660
2,44,4,30,2,-1,5,2,22,3,42660
1,43,2,57,1,-1,7,5,29,17,42660
1,43,1,46,1,-1,4,2,10,4,42660
2,44,1,45,1,-1,3,2,4,4,42660
1,43,4,35,1,-1,10,2,41,10,42660
1,43,4,65,1,-1,5,4,22,16,42660
2,43,4,61,1,-1,5,4,22,16,42660
1,43,4,39,1,-1,6,2,24,4,42660
2,43,5,38,1,-1,13,2,51,5,42660
1,42,1,41,1,-1,6,9,24,21,42660
1,46,2,63,1,-1,13,3,51,12,44060
2,39,1,57,1,-1,10,3,42,11,44060
1,39,1,57,1,-1,10,2,42,10,44060
2,40,1,21,1,-1,5,4,22,16,44060
2,44,1,58,1,-1,8,1,34,1,44060
1,43,1,59,1,-1,9,2,38,4,44060
2,43,1,23,1,-1,5,9,22,21,44060
1,39,1,35,1,-1,4,1,11,1,44060
1,39,1,69,1,-1,1,1,1,1,0
1,43,1,54,1,-1,5,4,22,16,28420
2,40,1,28,1,-1,11,4,44,16,0
1,46,1,77,1,-1,10,2,40,8,24580
2,46,4,77,1,-1,10,2,40,8,24580
1,40,1,50,1,-1,6,5,23,17,0
2,41,1,42,1,-1,12,3,48,15,0
2,43,1,49,1,-1,10,1,41,1,0
1,39,1,55,1,-1,2,10,3,22,0
1,39,1,25,1,-1,5,9,22,21,0
2,42,1,55,1,-1,10,2,42,10,27500
2,41,1,56,1,-1,4,1,17,2,31540
1,41,1,57,1,-1,3,7,4,19,31540
2,41,1,25,1,-1,10,2,41,10,0
2,43,1,40,1,-1,10,2,40,9,31540
1,43,1,26,1,-1,7,1,29,1,31540
1,43,1,57,1,-1,8,1,34,1,31540
2,42,1,57,1,-1,10,2,40,8,31540
1,44,1,50,1,-1,9,1,36,2,31540
2,44,4,50,1,-1,9,1,36,1,31540
1,43,1,50,1,-1,7,1,29,2,31540
2,46,1,36,1,-1,10,2,41,10,31540
1,43,1,40,1,-1,9,1,36,1,11540
2,43,1,40,1,-1,9,2,36,3,11540
1,39,1,44,1,-1,4,9,7,21,31540
2,39,4,33,1,-1,5,5,22,17,31540
2,44,2,30,1,-1,13,2,51,6,31540
1,44,1,80,1,-1,9,1,36,2,31540
2,43,1,58,1,-1,4,10,19,22,31540
1,39,1,61,1,-1,9,2,36,3,31540
2,43,4,30,1,-1,5,2,22,9,31540
2,43,4,27,1,-1,9,2,36,9,31540
2,39,1,37,1,-1,5,4,22,16,0
2,44,1,32,1,-1,10,1,43,1,16980
1,41,1,34,1,-1,6,8,24,20,16980
1,43,1,44,1,-1,10,2,41,10,0
2,39,1,45,1,-1,9,3,38,14,0
1,39,1,45,1,-1,3,7,4,19,31540
1,42,1,63,1,-1,11,2,44,9,11540
2,43,1,59,1,-1,10,3,40,13,11540
1,43,1,26,1,-1,12,8,47,20,11540
2,40,1,24,1,-1,11,3,46,13,11540
1,40,6,38,1,-1,3,7,4,19,16980
2,43,1,35,1,-1,10,2,40,8,16980
1,39,1,61,1,-1,5,10,22,22,33460
2,43,1,25,1,-1,9,1,36,1,33460
2,43,1,66,1,-1,9,3,38,14,16980
1,39,1,42,1,-1,6,10,23,22,48140
2,39,1,49,1,-1,11,3,44,15,48140
1,39,1,21,1,-1,5,4,22,16,48140
2,43,2,36,1,-1,11,5,45,17,33340
1,43,1,35,1,-1,9,2,36,4,33340
1,40,7,63,1,-1,13,7,51,19,33340
1,43,1,27,1,-1,4,1,7,2,33340
1,43,1,35,1,-1,9,2,36,4,33340
2,43,1,31,1,-1,6,10,23,22,33340
2,40,1,51,1,-1,6,10,23,22,33340
1,39,1,44,1,-1,5,10,22,22,33340
1,39,2,34,1,-1,6,10,23,22,33340
1,40,2,47,1,-1,8,4,34,16,33340
1,43,2,29,1,-1,5,1,21,2,33340
2,43,2,28,1,-1,9,5,38,17,33340
2,43,1,36,2,-1,12,2,49,6,33340
2,38,1,57,2,-1,12,2,49,6,33340
2,43,1,52,2,-1,12,2,49,6,33340
2,44,1,29,1,-1,10,2,40,5,33340
2,39,1,63,1,-1,5,10,22,22,0
2,42,1,57,1,-1,10,2,42,10,0
2,43,1,30,1,-1,10,2,42,10,0
2,46,1,72,1,-1,9,2,36,7,0
1,40,1,33,1,-1,3,7,4,19,11540
2,44,1,33,1,-1,10,2,41,10,11540
2,44,1,76,1,-1,10,2,40,8,33340
2,40,1,65,2,-1,10,2,40,8,0
1,40,1,57,1,-1,6,1,24,1,0
1,43,1,38,1,-1,4,2,19,5,27500
2,43,1,41,1,-1,4,5,7,17,27500
2,44,1,60,1,-1,10,2,40,8,27500
2,43,1,25,1,-1,10,2,41,10,27500
2,40,1,20,1,-1,10,3,40,15,27500
2,43,1,54,1,-1,5,2,22,7,39540
2,46,1,59,1,-1,10,2,40,8,0
2,46,1,44,1,-1,10,2,41,10,27500
1,39,1,49,1,-1,3,7,4,19,27500
1,44,1,50,1,-1,10,2,40,8,0
2,44,1,50,1,-1,10,2,40,8,0
2,41,1,39,1,-1,10,2,40,8,33340
1,39,1,39,1,-1,5,8,22,20,33340
2,46,4,34,1,-1,10,2,41,10,33340
1,39,4,39,1,-1,4,2,19,4,33340
1,39,1,70,1,-1,5,10,22,22,33340
2,43,1,35,1,-1,9,1,36,1,33340
1,43,1,37,1,-1,13,3,51,12,33340
1,39,2,30,1,-1,5,4,22,16,33340
2,44,1,53,1,-1,3,5,4,17,33340
1,43,1,54,1,-1,4,2,10,4,33340
1,39,1,35,1,-1,6,1,23,1,0
1,41,1,39,1,-1,4,9,6,21,0
2,41,1,38,1,-1,10,2,41,10,0
1,46,1,73,1,-1,9,2,36,7,48140
2,39,1,47,1,-1,11,1,46,1,27500
1,41,1,64,1,-1,5,10,21,22,0
2,43,1,60,1,-1,10,2,43,6,0
1,39,1,62,2,-1,4,7,17,19,0
1,39,1,20,1,-1,3,8,4,20,0
1,36,1,62,1,-1,4,9,14,21,0
1,44,1,61,2,-1,10,2,40,8,0
2,45,1,64,2,-1,10,2,42,5,0
1,39,1,27,1,-1,6,10,23,22,0
1,39,1,47,1,-1,3,2,4,4,0
2,39,1,47,1,-1,6,5,23,17,0
1,41,1,53,1,-1,10,8,41,20,0
2,44,1,49,1,-1,10,2,41,6,0
1,40,1,25,1,-1,13,3,51,12,0
2,40,1,25,1,-1,5,10,21,22,0
1,36,1,37,1,-1,6,10,23,22,0
2,39,1,39,1,-1,8,1,32,2,0
1,43,1,49,2,-1,6,10,23,22,0
2,44,1,41,1,-1,6,5,23,17,0
1,39,1,35,1,-1,6,8,23,20,0
1,40,1,29,1,-1,9,5,36,17,0
2,40,1,28,1,-1,10,3,42,11,0
2,43,1,29,1,-1,10,2,41,10,0
1,43,1,30,1,-1,2,2,3,4,0
1,44,1,66,2,-1,10,2,40,8,0
2,39,1,60,1,-1,12,2,49,6,0
1,40,1,48,1,-1,10,5,42,17,0
1,40,1,65,1,-1,4,10,5,22,0
1,34,1,69,1,-1,5,4,22,16,0
2,42,1,48,1,-1,11,1,46,1,0
1,40,1,57,1,-1,3,1,4,1,0
1,36,1,16,1,-1,9,3,38,14,0
1,39,1,29,1,-1,12,3,48,12,0
1,42,1,41,1,-1,12,9,47,21,0
2,46,1,39,1,-1,5,2,22,10,0
2,39,1,34,1,-1,11,1,46,1,0
2,39,1,19,1,-1,11,3,46,13,0
1,39,1,69,1,-1,2,1,3,1,0
1,40,1,60,1,-1,6,10,23,22,0
2,40,1,53,2,-1,9,5,39,17,0
2,43,1,40,1,-1,5,4,22,16,0
1,39,1,42,1,-1,3,7,4,19,0
2,40,1,19,2,-1,5,4,22,16,0
1,43,1,69,2,-1,9,2,36,9,0
2,43,4,68,1,-1,11,2,44,9,0
1,39,1,29,1,-1,5,4,22,16,0
2,39,1,28,1,-1,5,2,22,10,0
1,39,1,31,2,-1,13,8,51,20,0
1,39,7,39,1,-1,6,1,23,1,0
2,39,1,35,1,-1,10,1,42,2,0
1,40,1,35,1,-1,4,9,11,21,0
1,40,1,50,1,-1,2,9,3,21,0
2,42,1,39,2,-1,10,5,40,17,0
2,43,3,37,1,-1,12,1,49,2,0
2,37,3,18,1,-1,10,3,42,11,0
1,43,1,23,1,-1,8,1,32,2,39140
2,44,1,50,1,-1,5,1,22,1,38060
1,42,1,48,1,-1,8,3,33,12,38060
1,44,1,64,1,-1,8,1,32,1,38060
2,44,1,62,1,-1,5,2,22,9,38060
1,39,1,53,1,-1,5,8,22,20,38060
1,39,1,65,1,-1,6,10,23,22,38060
2,39,1,24,2,-1,5,10,21,22,38060
1,40,2,25,1,-1,8,1,34,1,39140
2,39,1,62,1,-1,5,8,22,20,38060
2,41,1,34,1,-1,10,3,43,15,0
2,39,1,38,1,-1,10,3,42,11,0
1,40,1,55,1,-1,5,10,22,22,0
2,40,2,60,1,-1,10,9,43,21,22220
1,39,1,43,1,-1,4,8,14,20,0
1,46,1,52,1,-1,13,5,51,17,30780
2,43,1,43,1,-1,12,1,49,1,0
1,43,1,43,1,-1,6,9,24,21,0
1,39,1,63,1,-1,4,10,11,22,0
2,44,2,37,2,-1,10,2,40,10,30780
2,44,2,63,1,-1,10,2,42,10,30780
2,43,1,61,1,-1,11,1,44,1,30780
1,43,1,62,1,-1,13,1,51,1,30780
1,42,1,68,1,-1,6,1,24,1,22900
2,40,6,62,2,-1,6,3,23,13,0
2,43,2,31,1,-1,10,3,42,11,0
1,40,2,40,4,9,6,10,23,22,0
1,39,1,46,1,-1,9,3,38,14,22220
1,43,1,26,1,-1,5,2,21,5,0
1,43,1,25,1,-1,6,1,23,2,0
1,37,1,56,1,-1,1,6,1,18,0
1,33,1,61,1,-1,1,6,1,18,0
1,38,1,55,1,-1,1,6,1,18,0
1,38,1,25,1,-1,3,7,4,19,0
1,37,1,50,1,-1,3,7,4,19,0
1,39,1,29,1,-1,5,4,22,16,0
1,40,9,39,1,-1,13,3,51,12,0
1,39,9,20,1,-1,5,10,22,22,0
1,36,9,17,2,-1,8,5,32,17,0
2,39,9,20,1,-1,10,3,42,11,0
1,43,15,44,1,-1,13,1,51,2,46520
2,43,4,41,1,-1,6,2,23,4,46520
1,39,4,39,1,-1,6,10,23,22,46520
2,43,5,44,1,-1,10,2,40,8,46520
1,39,4,36,1,-1,10,8,40,20,46520
2,39,4,33,1,-1,10,2,40,8,46520
2,40,8,53,1,-1,5,4,21,16,46520
2,43,4,23,1,-1,6,1,23,2,46520
1,45,9,65,1,-1,10,1,41,1,46520
2,43,9,78,1,-1,8,1,33,2,46520
2,41,4,66,1,-1,10,3,43,11,46520
2,42,4,58,1,-1,10,3,43,11,46520
2,39,4,44,1,-1,10,3,43,11,46520
1,42,1,51,1,-1,3,7,4,19,46520
1,44,1,68,1,-1,13,2,51,8,46520
2,44,1,57,1,-1,13,2,51,8,46520
2,40,1,22,3,2,10,2,40,8,46520
2,43,5,72,1,-1,11,3,45,12,46520
1,40,1,51,1,-1,6,10,23,22,46520
2,39,1,60,1,-1,10,3,42,11,46520
2,39,8,45,1,-1,5,4,22,16,46520
2,40,21,53,1,-1,9,2,38,8,46520
1,42,21,51,1,-1,6,8,23,20,46520
1,40,21,21,1,-1,3,7,4,19,46520
2,41,8,55,1,-1,10,3,42,11,46520
1,34,8,53,1,-1,6,5,23,17,46520
1,40,4,21,1,-1,5,8,22,20,46520
2,39,21,21,1,-1,10,2,43,8,46520
2,39,4,66,1,-1,11,3,46,13,46520
1,42,2,72,1,-1,10,5,41,17,46520
2,39,4,42,1,-1,10,1,42,1,46520
2,40,18,21,1,-1,9,3,38,11,46520
1,45,8,54,1,-1,9,2,36,7,27980
1,40,8,19,1,-1,13,5,51,17,27980
2,43,1,54,1,-1,10,2,42,10,27980
1,39,1,52,1,-1,3,7,4,19,27980
1,40,1,47,1,-1,3,7,4,19,27980
2,43,4,53,1,-1,11,3,45,13,27980
1,44,1,59,1,-1,11,1,45,1,0
2,41,1,25,1,-1,10,3,43,15,14260
1,39,1,27,1,-1,5,10,22,22,14260
2,43,1,64,1,-1,10,1,43,2,14260
1,40,1,64,1,-1,9,2,36,4,14260
1,39,1,34,1,-1,5,10,22,22,14260
1,44,1,45,1,-1,10,2,40,8,14260
2,44,1,35,1,-1,10,3,42,11,14260
1,40,1,70,1,-1,4,2,18,5,14260
1,41,1,47,1,-1,12,3,48,15,14260
2,42,1,62,2,-1,10,2,42,10,14260
1,43,1,63,1,-1,8,4,33,16,14260
1,43,1,36,1,-1,7,1,27,1,14260
2,43,1,27,1,-1,10,2,42,10,14260
1,39,1,48,1,-1,11,1,46,1,14260
2,39,1,42,1,-1,11,1,46,1,14260
1,36,1,17,1,-1,11,4,46,16,14260
1,44,1,64,1,-1,13,2,51,5,0
2,44,1,60,1,-1,10,2,43,6,0
1,39,1,60,1,-1,1,6,1,18,0
1,40,1,58,1,-1,4,2,14,4,26820
2,39,1,64,1,-1,10,3,43,11,14260
1,39,1,67,1,-1,9,3,38,12,14260
2,39,1,69,1,-1,10,3,42,11,14260
2,44,1,61,2,-1,10,2,40,8,14260
2,40,1,37,1,-1,10,2,43,8,17660
2,39,1,60,1,-1,4,9,9,21,0
1,42,1,55,1,-1,8,1,33,2,0
2,42,1,42,1,-1,10,5,41,17,0
2,39,1,20,1,-1,10,5,41,17,0
2,43,1,55,1,-1,10,3,41,13,17660
1,43,1,55,4,78,4,10,9,22,17660
2,40,1,45,1,-1,5,5,22,17,0
1,43,1,47,1,-1,5,1,22,1,0
2,41,1,65,4,39,10,2,42,10,0
1,36,1,38,1,-1,3,8,4,20,0
1,41,1,34,1,-1,9,9,38,21,0
1,39,1,69,1,-1,6,4,23,16,26900
1,43,1,25,1,-1,8,4,35,16,26900
1,39,1,43,1,-1,4,9,7,21,14020
2,43,1,42,1,-1,10,5,41,17,14020
1,37,1,20,1,-1,3,7,4,19,14020
1,44,1,42,1,-1,10,2,40,8,14020
2,43,1,40,1,-1,10,2,41,10,14020
1,44,1,76,1,-1,1,1,1,1,0
2,40,1,20,1,-1,11,3,46,13,0
1,41,1,80,1,-1,1,10,1,22,0
1,43,1,42,2,-1,10,2,40,6,0
2,43,1,42,1,-1,10,2,42,10,0
1,35,1,15,1,-1,9,3,38,14,0
1,43,6,27,1,-1,13,3,51,12,0
2,39,1,46,2,-1,8,9,32,21,0
1,43,2,47,2,-1,6,1,23,1,0
2,43,1,30,2,-1,11,3,46,13,28140
1,43,1,29,1,-1,3,8,4,20,28140
2,43,1,29,1,-1,4,4,13,16,28140
2,43,4,48,2,-1,9,5,36,17,48620
1,44,4,54,1,-1,4,2,10,4,48620
2,35,4,16,1,-1,11,3,44,13,48620
1,40,1,38,1,-1,5,1,22,1,48620
2,43,4,34,1,-1,10,2,42,10,48620
1,40,1,63,1,-1,6,10,23,22,48620
1,39,1,54,1,-1,4,10,10,22,48620
1,41,1,59,1,-1,6,8,23,20,45820
2,39,1,75,1,-1,9,3,38,14,0
2,42,1,53,1,-1,3,1,4,1,28140
2,39,1,31,1,-1,10,5,42,17,28140
2,39,2,33,1,-1,10,5,42,17,0
2,43,1,42,1,-1,6,5,23,17,28140
1,39,1,46,1,-1,6,10,23,22,28140
1,40,1,51,1,-1,6,10,23,22,28140
2,40,1,50,1,-1,10,5,40,17,28140
2,43,1,38,1,-1,11,2,44,9,28140
1,44,1,37,1,-1,9,2,36,4,28140
2,40,1,27,1,-1,10,5,42,17,0
1,41,1,26,1,-1,8,5,32,17,0
2,40,1,58,1,-1,9,5,36,17,0
1,42,1,38,1,-1,12,8,47,20,0
1,39,1,35,1,-1,12,8,47,20,0
2,40,1,48,2,-1,5,4,22,16,0
2,43,1,56,2,-1,10,2,40,8,0
1,40,1,48,1,-1,1,1,1,1,0
2,43,1,47,1,-1,10,2,40,8,0
1,40,1,20,1,-1,1,6,1,18,0
1,37,1,18,1,-1,1,6,1,18,0
2,43,3,55,4,11,13,1,51,2,0
1,42,1,34,1,-1,9,2,36,4,0
2,42,1,58,1,-1,10,3,41,11,0
2,43,1,46,1,-1,1,1,1,1,13740
1,43,1,45,1,-1,9,1,36,1,13740
1,44,1,57,1,-1,5,10,21,22,13740
2,40,1,57,1,-1,5,3,22,12,13740
1,43,1,41,1,-1,13,5,51,17,0
1,40,1,56,1,-1,5,4,21,16,0
2,39,1,55,1,-1,5,4,21,16,0
2,44,1,52,1,-1,5,5,22,17,0
1,39,1,48,1,-1,12,8,47,20,0
1,39,1,21,1,-1,5,10,22,22,0
2,44,1,26,1,-1,10,2,40,8,0
1,43,1,27,1,-1,9,3,38,14,0
1,39,1,22,1,-1,11,5,45,17,0
2,43,1,64,1,-1,10,2,41,10,0
2,39,1,41,1,-1,1,1,1,1,0
1,40,1,44,1,-1,8,4,33,16,0
1,44,1,40,1,-1,9,2,36,9,0
2,46,1,33,1,-1,9,2,36,10,0
2,40,1,51,1,-1,8,1,34,1,0
1,39,1,54,1,-1,1,6,1,18,0
2,42,1,44,1,-1,1,1,1,1,0
1,39,1,44,1,-1,3,1,4,1,0
1,43,1,66,1,-1,4,1,14,1,0
2,39,1,61,1,-1,13,1,51,1,0
2,42,1,66,1,-1,1,1,1,1,0
1,39,1,38,1,-1,1,6,1,18,0
1,43,1,55,1,-1,3,1,4,1,0
2,40,1,48,1,-1,5,4,22,16,0
2,38,1,22,1,-1,5,4,22,16,0
1,40,1,28,1,-1,9,3,38,14,0
1,39,1,27,1,-1,13,2,51,7,0
2,46,1,25,1,-1,10,2,41,10,0
2,40,1,47,1,-1,1,1,1,1,13740
2,43,1,49,1,-1,3,1,4,1,0
1,39,1,47,1,-1,3,1,4,2,0
2,40,1,26,1,-1,9,2,36,10,13740
1,39,1,25,1,-1,6,5,23,17,13740
1,43,1,54,2,-1,6,10,23,22,0
1,46,1,46,1,-1,10,2,42,10,0
2,41,1,42,1,-1,8,4,34,16,0
2,40,1,58,1,-1,10,1,40,2,0
1,41,1,75,1,-1,1,9,1,21,0
1,41,1,51,1,-1,6,8,23,20,0
1,44,1,46,1,-1,11,1,46,1,0
2,46,1,38,1,-1,10,2,42,10,0
2,41,1,60,1,-1,1,1,1,1,0
2,46,1,39,1,-1,10,5,42,17,0
1,43,1,41,1,-1,13,8,51,20,0
1,40,1,52,1,-1,3,1,4,1,0
2,41,1,47,1,-1,10,3,42,11,0
1,39,1,27,1,-1,5,10,22,22,0
1,42,1,63,1,-1,5,4,22,16,0
1,45,1,69,1,-1,10,2,42,10,0
2,39,7,60,1,-1,13,5,51,17,0
1,40,1,37,1,-1,8,4,32,16,13740
2,40,1,35,1,-1,9,3,38,14,13740
1,39,1,67,1,-1,6,10,23,22,0
1,44,1,35,1,-1,6,1,24,1,0
2,44,1,35,1,-1,9,1,38,1,0
1,41,1,34,1,-1,4,9,6,21,0
2,39,1,34,1,-1,4,9,13,21,0
2,37,2,36,1,-1,10,3,42,11,36540
