pesex,peeduca,ptdtrace,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1,gtcbsa
2,39,2,17,1,-1,11,3,46,13,36540
2,36,2,17,1,-1,11,3,46,13,36540
2,43,1,27,1,-1,7,1,30,1,0
1,43,1,29,1,-1,9,1,36,1,0
2,44,1,31,1,-1,10,2,42,10,0
1,43,1,30,1,-1,3,2,4,4,0
1,33,4,53,1,-1,11,3,46,13,0
2,33,4,57,1,-1,11,3,46,13,0
2,39,1,51,1,-1,10,3,42,11,0
1,43,1,49,1,-1,8,1,32,1,0
2,43,1,49,1,-1,8,5,33,17,0
1,40,1,19,1,-1,5,4,22,16,0
1,36,1,63,2,-1,3,1,4,1,0
2,43,1,22,1,-1,10,2,40,5,36540
2,42,1,46,1,-1,8,1,33,2,0
1,40,1,50,1,-1,8,4,33,16,0
2,36,1,16,4,3,11,3,44,15,0
2,41,1,32,1,-1,10,2,42,10,0
1,41,1,39,1,-1,4,1,19,1,0
2,40,1,44,1,-1,13,3,51,11,36540
1,40,1,30,1,-1,4,5,6,17,0
2,41,1,25,1,-1,11,1,44,1,0
1,39,1,46,1,-1,11,2,44,9,36540
1,43,1,48,2,-1,13,1,51,2,0
2,43,1,42,1,-1,6,5,23,17,0
2,35,1,15,4,1,-1,-1,-1,-1,0
2,46,1,78,1,-1,5,4,22,16,0
2,40,1,79,1,-1,3,1,4,1,0
2,39,1,44,1,-1,6,5,23,17,0
1,43,1,48,1,-1,13,3,51,12,0
1,36,1,16,1,-1,9,3,38,14,0
1,39,1,42,1,-1,4,9,7,21,29820
1,43,1,37,1,-1,6,10,23,22,29820
2,39,1,33,1,-1,9,1,38,1,29820
1,38,1,48,1,-1,3,7,4,19,29820
1,39,1,25,1,-1,5,4,22,16,29820
1,39,1,67,1,-1,3,9,4,21,29820
2,43,8,38,1,-1,13,1,51,2,29820
1,41,1,45,1,-1,3,8,4,20,29820
1,40,1,34,1,-1,5,4,22,16,29820
2,43,1,46,1,-1,11,2,44,3,0
1,42,4,37,1,-1,5,1,22,2,0
1,40,3,45,4,69,5,10,22,22,10740
2,39,3,30,2,-1,3,5,4,17,10740
1,40,1,54,1,-1,6,3,23,12,10740
2,41,1,64,1,-1,9,3,38,14,10740
1,38,1,61,1,-1,9,3,38,14,10740
1,43,1,32,1,-1,9,1,36,2,10740
1,43,1,36,1,-1,9,2,36,4,10740
2,41,1,36,1,-1,8,2,33,10,10740
1,39,2,29,1,-1,6,10,23,22,10740
1,43,1,57,4,8,10,1,41,1,10740
1,39,1,41,1,-1,6,10,23,22,10740
2,43,4,49,1,-1,10,2,42,10,10740
1,40,1,49,1,-1,3,7,4,19,0
2,43,1,43,2,-1,8,1,34,1,0
1,43,1,41,1,-1,9,2,36,3,10740
1,39,2,24,1,-1,11,3,46,13,10740
2,41,1,62,1,-1,8,4,34,16,29740
1,39,1,39,1,-1,3,7,4,19,0
2,39,1,39,1,-1,10,3,42,11,0
1,35,1,16,1,-1,3,1,4,1,0
2,43,1,61,1,-1,13,5,51,17,29740
1,43,1,61,1,-1,10,2,41,10,29740
1,39,1,28,1,-1,3,7,4,19,29740
2,44,1,28,1,-1,6,5,23,17,29740
1,35,1,44,1,-1,4,10,5,22,29740
1,37,1,22,1,-1,4,10,5,22,29740
2,39,1,75,1,-1,12,5,49,17,0
1,39,1,45,1,-1,3,8,4,20,0
1,39,1,34,1,-1,12,1,47,1,0
1,39,1,66,1,-1,11,8,44,20,10740
2,40,1,65,1,-1,10,3,42,14,10740
2,44,1,46,1,-1,10,5,40,17,0
1,40,1,45,1,-1,6,9,24,21,0
1,40,1,37,1,-1,4,9,6,21,10740
1,39,1,25,1,-1,4,9,15,21,22020
1,39,1,25,1,-1,5,3,22,13,22020
1,43,6,34,1,-1,8,4,33,16,22020
2,43,1,30,3,3,10,2,40,8,22020
1,39,1,64,1,-1,5,4,22,16,0
2,43,1,63,1,-1,9,1,36,1,0
2,41,1,55,1,-1,9,1,38,2,0
2,43,1,40,1,-1,7,2,27,9,22020
1,43,1,44,1,-1,6,5,23,17,0
2,40,1,47,2,-1,10,3,41,11,0
1,39,1,34,1,-1,5,5,22,17,22020
1,40,1,64,1,-1,5,4,22,16,0
2,41,1,61,1,-1,10,3,42,11,22020
2,40,1,62,1,-1,12,5,49,17,0
1,39,1,65,1,-1,5,4,22,16,0
1,39,3,37,1,-1,10,3,42,11,0
1,40,1,74,1,-1,1,1,1,1,0
1,41,1,39,1,-1,6,10,23,22,0
2,39,1,21,1,-1,11,5,44,17,0
1,39,1,22,1,-1,6,8,23,20,0
1,39,1,25,1,-1,6,8,23,20,0
1,39,1,44,1,-1,5,4,21,16,0
1,39,1,71,1,-1,1,1,1,1,0
2,39,1,66,1,-1,1,6,1,18,0
1,40,1,40,1,-1,2,10,3,22,0
2,40,1,36,1,-1,10,3,42,11,0
2,38,1,17,1,-1,10,3,42,11,0
2,38,1,16,1,-1,10,2,42,10,0
2,44,3,37,1,-1,10,1,40,1,0
1,40,3,38,1,-1,12,8,47,20,0
1,39,3,57,1,-1,3,7,4,19,0
1,42,1,59,1,-1,10,1,41,1,36420
2,40,1,58,1,-1,8,5,33,17,36420
1,39,1,35,1,-1,3,5,4,17,36420
2,42,1,23,1,-1,10,2,40,9,36420
1,44,7,74,1,-1,13,9,51,21,36420
1,39,1,57,1,-1,13,8,51,20,36420
2,44,1,29,1,-1,9,1,38,2,36420
2,43,1,56,1,-1,4,1,10,2,36420
1,41,7,49,1,-1,11,8,44,20,0
2,39,1,44,1,-1,10,2,42,10,0
2,39,1,34,1,-1,9,5,38,17,36420
1,40,1,64,1,-1,5,8,21,20,36420
2,37,1,34,1,-1,6,10,23,22,36420
2,43,1,27,1,-1,10,2,42,10,36420
2,43,1,39,1,-1,10,2,40,8,36420
1,43,1,42,1,-1,13,1,51,1,36420
1,35,1,44,1,-1,9,3,38,14,36420
2,33,1,34,1,-1,9,3,38,14,36420
2,36,1,17,1,-1,9,3,38,14,36420
2,31,1,62,1,-1,12,3,50,14,36420
1,40,1,22,1,-1,5,4,22,16,36420
1,43,1,62,1,-1,5,4,22,16,36420
2,39,1,54,1,-1,11,3,46,13,36420
1,43,1,22,1,-1,9,2,38,3,36420
2,41,1,24,1,-1,9,3,38,11,0
1,40,1,23,1,-1,9,8,38,20,0
2,31,1,65,1,-1,4,9,14,21,0
1,40,1,40,1,-1,4,9,6,21,46140
1,39,7,21,1,-1,4,9,5,21,46140
2,39,2,22,1,-1,5,4,22,16,46140
2,41,5,32,1,-1,5,10,22,22,46140
1,39,3,33,1,-1,9,3,38,12,46140
1,39,2,56,1,-1,6,10,23,22,46140
2,45,3,77,1,-1,10,2,42,10,46140
2,44,1,55,1,-1,10,1,40,1,46140
1,44,1,58,1,-1,8,1,34,1,46140
2,39,1,20,1,-1,5,3,21,13,0
1,39,1,54,1,-1,6,9,24,21,0
2,42,1,40,1,-1,6,1,24,2,38900
2,40,2,19,1,-1,11,5,46,17,38900
1,39,4,31,1,-1,4,9,10,21,38900
2,43,4,31,1,-1,10,2,41,10,38900
2,43,1,30,1,-1,3,2,4,4,38900
2,44,1,60,1,-1,4,1,14,1,38900
1,44,1,54,4,112,13,2,51,10,38900
2,42,1,58,1,-1,10,2,40,8,38900
2,43,1,58,1,-1,13,2,51,3,13460
2,39,1,18,1,-1,12,3,49,13,13460
1,40,1,22,1,-1,11,2,44,8,13460
1,43,1,39,1,-1,4,1,14,1,13460
1,43,1,50,1,-1,4,2,13,4,32780
1,45,1,70,2,-1,9,2,36,7,21660
2,40,1,48,1,-1,5,4,22,16,0
1,39,1,54,1,-1,6,10,23,22,0
2,43,1,61,1,-1,9,2,36,4,38900
2,44,1,45,1,-1,10,2,40,6,38900
1,42,1,49,1,-1,3,7,4,19,38900
1,40,3,58,1,-1,10,5,41,17,38900
1,40,1,42,1,-1,10,3,41,13,38900
2,39,1,53,1,-1,11,1,46,1,41420
1,42,1,57,1,-1,13,5,51,17,41420
2,39,1,26,2,-1,11,5,46,17,41420
2,43,1,61,1,-1,8,1,32,2,38900
1,43,1,27,1,-1,11,1,46,2,38900
1,44,1,56,1,-1,10,2,41,10,38900
1,44,1,56,1,-1,4,2,8,4,38900
2,43,1,54,1,-1,11,3,46,13,38900
2,44,1,78,1,-1,10,2,42,10,38900
1,44,1,80,1,-1,10,2,42,10,38900
2,43,1,46,1,-1,12,3,50,14,38900
1,43,4,51,1,-1,4,2,8,4,38900
2,40,1,64,1,-1,12,3,49,13,0
1,41,1,68,1,-1,13,3,51,12,43620
1,39,1,31,1,-1,9,1,38,2,0
2,43,1,71,1,-1,5,4,22,16,0
1,43,1,73,1,-1,5,4,22,16,0
2,44,1,38,1,-1,12,2,49,6,0
1,43,1,39,1,-1,1,1,1,1,0
2,44,1,33,2,-1,10,2,40,5,43620
1,44,1,39,1,-1,10,2,42,10,43620
1,46,1,57,1,-1,13,2,51,5,43620
2,43,1,57,1,-1,8,5,32,17,43620
2,39,1,64,1,-1,5,1,21,2,0
1,39,1,60,1,-1,12,8,47,20,0
2,39,1,58,1,-1,1,1,1,1,0
1,40,1,63,1,-1,12,8,47,20,0
1,43,1,56,1,-1,10,2,40,8,43620
2,43,1,45,1,-1,10,2,40,8,43620
2,38,1,18,1,-1,10,3,42,11,43620
1,43,1,47,1,-1,11,5,44,17,43620
1,41,1,42,1,-1,5,3,22,13,43620
1,39,1,34,1,-1,12,3,48,12,43620
1,44,1,34,1,-1,13,2,51,3,43620
2,43,1,35,1,-1,8,1,32,1,43620
1,39,1,40,1,-1,7,1,29,2,0
1,44,1,79,1,-1,6,1,23,1,0
1,43,1,47,1,-1,8,5,32,17,0
1,43,1,40,1,-1,4,2,7,4,0
2,43,1,42,1,-1,11,5,46,17,0
1,44,4,27,1,-1,5,2,22,3,42660
2,43,4,26,1,-1,5,2,22,3,42660
1,39,2,48,1,-1,6,10,23,22,42660
1,46,4,52,1,-1,10,2,40,8,42660
2,46,4,54,1,-1,10,2,40,8,42660
1,43,1,46,1,-1,9,2,36,5,0
1,43,1,44,1,-1,9,2,36,3,0
1,39,1,64,1,-1,11,3,46,14,0
2,40,1,23,1,-1,10,3,41,11,0
1,40,1,71,1,-1,1,1,1,1,0
2,40,1,71,1,-1,1,1,1,1,0
1,43,1,41,1,-1,11,1,45,1,0
2,43,1,45,1,-1,10,3,43,11,0
1,39,1,33,1,-1,2,1,3,1,0
2,40,1,29,1,-1,10,3,40,14,0
1,39,1,49,1,-1,9,8,39,20,0
2,42,1,75,1,-1,12,1,49,1,0
2,39,1,42,1,-1,4,1,5,1,0
1,39,1,48,1,-1,13,3,51,12,0
1,39,1,57,1,-1,11,1,46,1,0
2,39,1,52,1,-1,11,3,45,13,0
2,40,1,47,1,-1,2,5,3,17,0
1,33,1,51,1,-1,2,7,3,19,0
2,40,1,73,1,-1,11,2,44,9,0
1,40,1,24,1,-1,9,3,38,12,0
1,43,1,40,1,-1,6,2,24,4,0
2,43,1,31,1,-1,6,5,23,17,0
2,40,1,58,1,-1,4,5,8,17,0
2,40,1,27,1,-1,10,5,42,17,0
1,40,1,27,1,-1,9,4,38,16,0
1,39,1,42,1,-1,2,1,3,1,0
2,41,1,43,1,-1,8,5,33,17,0
2,44,1,41,2,-1,10,2,40,8,0
1,43,1,44,1,-1,3,7,4,19,0
1,44,1,60,2,-1,10,2,40,8,0
2,40,1,57,2,-1,10,2,40,8,0
1,41,1,61,4,5,5,2,21,4,0
1,44,1,55,1,-1,10,1,41,1,0
2,39,1,40,1,-1,12,3,48,11,0
1,39,1,40,1,-1,13,3,51,12,0
1,44,1,26,1,-1,10,10,41,22,0
2,44,1,26,1,-1,10,2,40,8,0
2,43,1,57,1,-1,10,5,42,17,0
1,43,1,39,1,-1,11,5,44,17,0
1,43,1,41,1,-1,10,2,40,8,0
1,39,1,70,1,-1,5,4,22,16,0
2,43,1,28,1,-1,10,2,42,10,0
1,40,1,28,1,-1,2,7,3,19,0
1,40,1,35,1,-1,2,7,3,19,0
1,39,1,52,1,-1,5,10,22,22,0
1,44,1,66,1,-1,12,2,49,6,0
2,43,1,68,1,-1,12,2,49,9,0
2,39,1,64,1,-1,9,1,36,2,0
2,39,1,52,1,-1,9,1,38,1,19300
1,39,1,30,1,-1,12,4,47,16,0
2,41,1,43,1,-1,10,2,42,10,0
1,42,1,53,1,-1,8,2,32,3,0
2,39,1,54,1,-1,5,4,22,16,0
2,39,2,20,1,-1,4,10,6,22,0
2,46,1,40,1,-1,10,2,42,10,0
2,44,3,43,1,-1,5,1,22,1,0
1,35,1,56,1,-1,6,10,23,22,0
1,39,1,42,1,-1,4,9,12,21,0
2,37,1,41,1,-1,8,7,34,19,22520
2,39,1,57,1,-1,5,1,22,2,13820
2,39,1,40,1,-1,11,3,46,13,13820
2,39,1,30,1,-1,6,5,23,17,0
1,37,1,29,1,-1,5,8,21,20,0
1,40,1,52,1,-1,5,10,21,22,26620
2,44,1,52,1,-1,6,1,24,2,26620
2,39,1,60,1,-1,8,5,33,17,19300
1,39,1,55,1,-1,4,8,16,20,19300
1,39,1,69,1,-1,6,10,23,22,0
2,43,2,32,1,-1,9,1,36,1,13820
1,44,1,31,1,-1,11,2,44,9,13820
2,44,1,32,1,-1,11,2,44,9,13820
2,44,2,39,1,-1,12,1,48,1,13820
1,43,2,38,1,-1,5,4,22,16,13820
1,43,1,54,1,-1,10,2,42,3,13820
2,41,1,54,1,-1,5,4,22,16,13820
2,43,2,67,1,-1,8,5,32,17,26620
1,43,1,37,1,-1,3,1,4,1,26620
2,42,1,36,1,-1,12,3,48,15,26620
2,39,1,47,1,-1,10,3,40,13,33860
1,39,1,50,1,-1,4,10,19,22,33860
2,43,1,50,1,-1,4,2,6,3,12220
1,43,1,58,1,-1,5,8,22,20,12220
2,41,1,25,1,-1,9,2,36,4,12220
1,42,1,23,1,-1,11,3,46,13,12220
2,40,1,64,1,-1,4,1,7,2,26620
1,42,1,64,1,-1,5,4,22,16,26620
1,43,1,43,2,-1,3,2,4,4,26620
1,40,1,19,4,43,11,5,46,17,26620
1,43,1,24,1,-1,4,2,13,4,26620
2,44,1,26,1,-1,10,2,42,10,26620
1,43,1,56,1,-1,7,2,27,9,26620
1,43,1,56,1,-1,9,2,38,8,26620
2,44,1,24,1,-1,4,1,10,2,26620
2,44,1,63,1,-1,13,1,51,1,33860
1,41,1,62,1,-1,6,7,24,19,26620
2,40,1,75,1,-1,13,5,51,17,33660
1,43,1,41,1,-1,4,2,10,4,33660
1,40,10,53,2,-1,4,9,17,21,33660
2,45,10,57,1,-1,10,1,40,1,33660
2,40,2,23,1,-1,8,5,32,17,33660
2,43,2,60,1,-1,10,5,40,17,33660
2,40,2,21,4,119,5,4,22,16,33660
2,41,2,43,1,-1,10,3,41,11,33660
1,39,2,47,1,-1,4,8,10,20,33660
1,39,2,24,1,-1,3,7,4,19,33660
2,39,1,55,1,-1,9,5,38,17,33660
1,39,1,28,1,-1,5,8,22,20,13820
2,44,2,31,2,-1,10,2,40,8,33660
1,43,1,58,1,-1,9,1,36,2,12220
2,42,1,59,1,-1,12,5,49,17,12220
1,40,1,75,1,-1,4,1,13,1,19300
2,43,1,40,1,-1,10,2,40,8,0
1,39,1,32,1,-1,4,9,9,21,0
1,39,1,19,4,4,-1,-1,-1,-1,0
2,40,1,64,1,-1,13,5,51,17,13820
1,39,1,64,1,-1,13,8,51,20,13820
2,40,1,37,1,-1,6,10,23,22,22520
2,39,1,47,1,-1,8,5,32,17,13820
1,39,1,49,1,-1,4,8,5,20,13820
2,40,1,22,1,-1,10,2,42,10,13820
1,39,1,60,1,-1,3,1,4,1,14860
2,43,1,27,1,-1,10,3,43,15,14860
2,43,2,54,1,-1,9,5,36,17,14860
2,39,1,72,1,-1,8,5,32,17,14860
1,40,1,58,1,-1,7,2,26,9,14860
2,43,1,55,1,-1,5,2,22,9,14860
1,44,1,24,1,-1,11,3,45,14,14860
2,40,1,20,1,-1,11,3,45,15,14860
2,42,1,61,1,-1,4,9,6,21,14860
1,44,1,39,1,-1,8,1,34,1,25540
1,44,1,42,1,-1,9,1,36,1,25540
1,41,1,62,1,-1,3,1,4,1,25540
2,44,2,32,1,-1,10,2,43,6,25540
1,43,1,50,2,-1,10,3,42,11,25540
2,39,1,37,1,-1,3,5,4,17,25540
1,41,1,39,1,-1,3,1,4,1,25540
2,43,1,65,1,-1,10,3,40,13,35300
1,43,1,62,1,-1,3,1,4,1,35300
2,39,1,34,1,-1,10,5,42,17,35300
1,39,1,41,2,-1,9,3,38,14,35300
2,39,1,33,1,-1,10,3,42,11,35300
1,40,2,35,1,-1,13,3,51,12,35300
2,43,2,42,1,-1,10,2,41,10,35300
1,39,1,28,1,-1,5,4,22,16,35300
2,39,1,26,1,-1,10,3,42,11,35300
1,39,1,34,1,-1,4,9,5,21,35300
2,40,1,26,2,-1,10,3,42,11,35300
1,39,1,27,1,-1,4,9,5,21,35300
1,42,1,35,1,-1,13,3,51,12,35300
2,46,1,33,1,-1,5,2,22,10,35300
1,44,1,29,1,-1,4,2,10,9,35980
2,44,1,30,1,-1,10,2,43,8,35980
1,39,1,67,1,-1,3,7,4,19,35980
2,44,1,67,1,-1,10,2,42,10,35980
1,43,1,33,1,-1,13,3,51,12,25540
2,46,1,35,1,-1,10,2,40,10,25540
1,39,1,41,1,-1,11,3,46,13,25540
2,39,1,38,1,-1,12,3,48,11,25540
2,40,1,29,1,-1,6,10,23,22,25540
1,41,1,31,1,-1,5,10,22,22,25540
1,40,2,27,1,-1,10,3,43,11,25540
1,39,2,38,1,-1,13,9,51,21,14860
1,42,1,32,1,-1,10,2,41,10,25540
1,43,1,39,2,-1,9,1,36,2,47930
2,41,1,39,1,-1,13,5,51,17,35300
1,40,1,41,1,-1,3,7,4,19,35300
2,41,1,40,1,-1,10,3,42,11,47930
1,44,1,49,1,-1,10,2,40,6,47930
1,41,1,41,1,-1,5,4,22,16,0
2,39,1,33,1,-1,5,10,22,22,0
1,43,1,40,1,-1,9,1,36,2,35300
2,46,1,40,1,-1,10,2,40,8,35300
1,45,1,51,1,-1,9,1,38,2,0
2,44,1,54,1,-1,10,2,40,8,0
1,43,1,40,1,-1,7,2,27,9,25540
2,43,1,36,1,-1,9,2,36,7,25540
2,44,1,61,1,-1,13,2,51,8,35980
2,45,1,25,1,-1,10,2,40,8,35980
2,40,2,23,1,-1,5,5,22,17,35980
1,44,1,63,1,-1,5,4,22,16,14860
1,44,1,36,1,-1,10,2,40,9,14860
2,43,1,42,1,-1,11,6,44,18,14860
2,44,1,37,1,-1,11,1,45,2,14860
1,39,1,33,1,-1,9,3,38,14,14860
1,46,1,34,1,-1,10,2,41,10,25540
2,40,8,32,4,35,5,1,21,1,41540
2,39,1,51,1,-1,6,10,23,22,41540
1,36,1,55,1,-1,6,10,23,22,41540
2,40,1,47,1,-1,8,5,32,17,20100
1,39,1,47,1,-1,3,7,4,19,20100
1,40,1,22,1,-1,5,10,22,22,20100
1,40,2,42,1,-1,5,4,22,16,20100
2,39,1,35,1,-1,11,3,46,13,41540
1,43,1,31,1,-1,6,5,24,17,37980
2,44,1,30,2,-1,10,2,40,6,37980
1,43,1,61,1,-1,10,2,40,10,37980
1,40,1,20,1,-1,9,8,38,20,37980
1,44,1,60,2,-1,10,2,40,8,37980
2,35,1,63,1,-1,9,3,38,14,37980
2,43,2,37,1,-1,10,1,42,2,37980
2,39,1,78,1,-1,1,6,1,18,37980
2,39,1,49,1,-1,8,1,32,1,37980
1,43,1,52,1,-1,8,1,32,1,37980
1,37,1,18,4,9,11,3,46,13,37980
2,40,1,20,1,-1,11,3,44,15,37980
1,39,2,56,1,-1,8,10,35,22,37980
1,43,1,42,4,112,9,1,36,2,37980
2,39,1,69,1,-1,5,4,22,16,37980
2,43,1,53,1,-1,10,2,41,10,37980
2,43,2,29,4,104,10,2,40,5,37980
1,37,2,36,1,-1,9,10,39,22,37980
1,39,2,18,1,-1,10,3,42,11,37980
2,39,2,18,1,-1,10,3,43,15,37980
1,39,4,19,1,-1,5,4,22,16,41540
2,39,4,20,1,-1,11,3,46,13,41540
1,46,4,63,1,-1,10,2,40,8,20100
2,41,1,45,1,-1,10,2,41,10,20100
1,42,1,61,1,-1,4,8,13,20,41540
2,42,1,28,4,26,-1,-1,-1,-1,41540
2,39,1,56,1,-1,13,5,51,17,41540
1,37,1,58,1,-1,9,3,38,14,20100
1,39,1,19,1,-1,11,3,46,13,20100
1,39,1,19,4,19,-1,-1,-1,-1,20100
2,39,2,46,1,-1,13,5,51,17,20100
1,39,1,44,1,-1,3,8,4,20,20100
2,39,6,25,1,-1,5,4,22,16,41540
2,39,1,54,1,-1,10,3,42,13,20100
1,39,6,28,1,-1,3,7,4,19,20100
2,45,1,25,1,-1,9,2,36,7,47900
2,43,1,26,1,-1,13,2,51,7,47900
2,43,1,36,1,-1,12,1,49,1,47900
2,43,1,41,1,-1,9,1,36,1,47900
1,44,1,41,1,-1,9,2,36,4,47900
1,44,1,43,1,-1,9,2,36,4,47900
2,43,2,33,1,-1,9,1,36,2,47900
2,39,2,62,2,-1,10,2,41,10,47900
2,39,2,47,1,-1,6,10,23,22,47900
2,46,1,44,1,-1,10,2,40,5,47900
1,45,1,47,1,-1,9,2,36,7,47900
1,43,2,41,1,-1,6,10,23,22,47900
1,43,1,34,1,-1,8,1,34,2,47900
2,43,1,31,1,-1,9,1,36,2,47900
1,44,1,63,1,-1,8,4,34,16,47900
2,44,1,58,1,-1,9,5,36,17,47900
1,43,1,26,1,-1,9,1,36,2,47900
1,44,2,73,4,3,12,2,49,9,47900
2,39,2,39,1,-1,10,2,41,10,47900
1,44,1,27,1,-1,9,2,36,4,47900
1,43,4,33,1,-1,9,1,36,1,47900
1,44,1,34,1,-1,13,1,51,1,47900
2,39,1,19,1,-1,10,3,43,15,47900
2,44,2,24,1,-1,9,2,36,4,47900
2,41,2,46,1,-1,9,5,36,17,47900
1,39,2,46,1,-1,5,10,22,22,47900
1,44,1,49,1,-1,7,1,29,1,47900
2,44,1,46,1,-1,9,1,36,1,47900
2,46,1,51,1,-1,10,2,40,8,47900
1,46,1,46,1,-1,10,2,40,8,47900
1,44,2,48,1,-1,9,2,36,3,47900
2,44,2,45,1,-1,13,1,51,2,47900
1,39,2,18,1,-1,11,3,44,13,47900
1,44,1,34,1,-1,4,2,10,4,47900
1,43,2,64,1,-1,6,1,23,1,47900
2,43,1,31,1,-1,10,2,43,8,47900
1,46,1,37,1,-1,10,1,40,2,47900
1,44,1,33,1,-1,9,2,36,3,47900
2,44,1,34,1,-1,10,2,42,10,47900
1,38,2,69,4,8,5,10,22,22,47900
2,44,1,34,1,-1,12,1,49,1,47900
1,43,1,32,2,-1,7,7,26,19,47900
2,39,2,55,1,-1,13,1,51,1,47900
2,40,2,21,1,-1,11,3,46,13,47900
1,44,1,37,1,-1,13,1,51,2,47900
2,44,1,27,1,-1,11,2,44,8,47900
1,44,1,44,1,-1,10,1,40,1,47900
2,44,1,47,1,-1,13,5,51,17,47900
2,40,1,43,1,-1,8,5,34,17,23540
1,40,1,56,1,-1,3,1,4,1,23540
1,39,1,17,1,-1,11,3,46,13,23540
1,39,1,63,1,-1,3,3,4,14,23540
2,39,1,25,1,-1,6,4,23,16,37340
2,41,1,40,1,-1,11,3,46,13,29460
1,44,1,35,1,-1,4,2,10,4,37340
2,42,1,32,1,-1,6,8,23,20,37340
1,39,1,27,1,-1,9,2,36,3,29460
2,38,2,48,1,-1,10,3,41,11,0
1,43,2,46,1,-1,3,7,4,19,0
2,40,1,28,2,-1,11,2,44,9,37340
1,39,1,27,4,2,9,3,38,13,37340
2,40,1,49,1,-1,9,5,38,17,37340
1,39,1,56,1,-1,12,8,47,20,37340
2,43,1,52,1,-1,10,2,40,8,33100
2,42,1,23,1,-1,10,2,41,10,33100
1,43,1,54,1,-1,4,8,19,20,36740
2,44,1,49,1,-1,10,2,42,10,36740
1,44,2,63,1,-1,7,2,27,9,33100
2,46,2,67,1,-1,10,1,40,1,33100
2,39,1,32,1,-1,9,3,38,14,33100
1,39,1,38,1,-1,5,4,22,16,33100
1,44,1,53,1,-1,9,1,36,1,33100
1,44,1,58,1,-1,13,1,51,1,33100
2,40,1,19,1,-1,12,3,50,15,33100
2,42,1,21,1,-1,10,3,41,11,33100
1,43,1,51,1,-1,8,4,33,16,33100
2,43,1,24,1,-1,6,5,23,17,33100
1,43,1,52,1,-1,3,7,4,19,33100
1,41,1,75,1,-1,12,8,47,20,33100
2,40,1,34,1,-1,9,1,36,1,33100
1,43,1,55,1,-1,5,4,22,16,33100
2,44,4,59,1,-1,10,5,43,17,33100
1,40,1,55,1,-1,6,4,23,16,33100
2,45,1,52,1,-1,10,2,42,10,33100
2,44,1,73,1,-1,10,2,42,5,33100
2,44,4,63,1,-1,8,4,34,16,33100
2,39,2,64,1,-1,10,3,42,11,33100
1,39,2,66,1,-1,5,4,22,16,33100
1,43,4,60,1,-1,10,2,40,8,33100
2,38,4,31,1,-1,6,5,23,17,33100
1,36,1,63,1,-1,5,3,22,12,33100
2,38,1,65,1,-1,10,2,41,10,33100
2,45,1,63,1,-1,9,2,36,7,34940
1,43,1,62,1,-1,5,4,22,16,27260
1,43,1,48,1,-1,11,1,44,1,27260
2,42,1,28,1,-1,10,3,42,13,27260
2,36,1,69,1,-1,11,5,44,17,27260
2,39,1,26,1,-1,11,3,44,13,27260
2,39,1,58,1,-1,3,5,4,17,27260
2,41,2,28,1,-1,10,3,41,11,27260
2,39,1,55,1,-1,5,4,21,16,27260
1,40,1,61,1,-1,9,10,38,22,27260
2,42,6,36,1,-1,8,5,32,17,37860
1,39,1,28,1,-1,11,3,46,13,19660
1,43,1,46,1,-1,3,7,4,19,19660
2,39,1,32,1,-1,5,3,22,15,19660
1,39,1,70,1,-1,3,8,4,20,19660
2,39,1,64,1,-1,10,5,43,17,19660
2,39,1,72,2,-1,10,2,40,8,19660
1,39,1,67,1,-1,3,7,4,19,19660
1,42,1,52,1,-1,9,3,38,14,0
2,41,1,54,1,-1,10,5,42,17,0
1,39,2,38,1,-1,10,3,41,13,45300
1,41,1,46,1,-1,13,3,51,12,45300
2,44,2,36,1,-1,13,5,51,17,45300
2,39,2,58,1,-1,6,10,23,22,45300
1,37,2,60,1,-1,4,9,10,21,45300
1,39,1,40,1,-1,8,3,34,14,45300
2,39,1,34,1,-1,6,4,23,16,45300
1,40,1,34,1,-1,11,5,45,17,45300
1,36,4,52,1,-1,6,10,23,22,45300
1,46,2,55,1,-1,9,1,36,2,45300
2,39,2,46,1,-1,8,1,33,2,45300
1,40,2,25,1,-1,8,4,33,16,45300
2,40,2,37,2,-1,12,5,47,17,45300
1,39,2,37,1,-1,12,8,47,20,45300
1,44,4,46,1,-1,9,2,36,3,45300
2,39,1,45,1,-1,10,3,42,11,36740
1,39,1,59,2,-1,3,1,4,1,36740
1,39,1,53,1,-1,4,2,13,3,15980
1,39,1,23,1,-1,5,4,22,16,15980
1,39,1,20,4,26,5,3,22,13,15980
1,40,1,55,1,-1,3,8,4,20,15980
2,44,1,56,1,-1,10,2,41,8,15980
1,39,1,61,1,-1,9,3,38,14,37860
2,46,1,58,1,-1,9,5,36,17,37860
1,43,1,32,1,-1,9,3,38,14,37860
2,40,1,19,1,-1,5,4,22,16,37860
2,44,1,67,1,-1,5,4,22,16,15980
2,43,1,45,1,-1,13,1,51,2,45220
1,43,1,49,1,-1,13,1,51,1,45220
2,43,1,60,1,-1,5,2,21,3,45220
2,43,1,34,2,-1,9,2,36,3,29460
1,45,1,36,1,-1,11,2,44,8,29460
1,40,1,58,1,-1,9,3,38,14,0
2,43,1,23,1,-1,10,2,41,10,35840
1,39,1,68,1,-1,11,3,44,15,35840
2,39,1,59,1,-1,10,3,42,11,35840
