pesex,peeduca,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1
1,43,42,1,-1,9,3,38,12
2,40,40,4,8,5,9,21,21
1,39,38,1,-1,4,1,14,1
1,39,22,1,-1,11,3,46,13
2,39,19,1,-1,11,3,46,13
2,44,30,1,-1,9,2,36,4
2,44,32,4,2,13,1,51,1
2,43,27,1,-1,12,1,49,1
1,40,23,1,-1,4,1,14,1
1,33,40,1,-1,9,3,38,14
1,35,36,1,-1,3,7,4,19
1,40,45,1,-1,3,1,4,1
2,44,33,1,-1,13,2,51,3
1,39,34,1,-1,3,8,4,20
1,39,29,1,-1,12,5,49,17
2,43,29,1,-1,10,1,42,1
1,43,29,1,-1,3,7,4,19
2,44,31,1,-1,10,2,40,8
2,41,32,1,-1,9,2,36,10
1,42,34,1,-1,4,9,7,21
2,43,31,1,-1,10,2,40,8
1,43,30,1,-1,10,2,41,10
2,44,64,1,-1,10,5,41,17
1,43,66,1,-1,9,3,38,12
2,39,52,1,-1,10,5,40,17
1,39,52,1,-1,6,9,24,21
1,38,22,1,-1,11,3,46,13
2,37,19,1,-1,11,3,46,13
2,45,53,1,-1,9,2,36,10
1,44,53,1,-1,5,2,22,3
1,38,17,1,-1,11,3,46,13
1,44,57,1,-1,9,1,36,1
2,44,52,1,-1,11,2,44,8
2,43,22,1,-1,9,5,36,17
2,43,24,1,-1,10,2,40,8
1,43,22,1,-1,11,1,44,2
1,46,29,1,-1,10,2,40,5
2,44,30,1,-1,4,2,7,3
1,46,36,1,-1,4,2,19,5
2,43,55,1,-1,4,5,8,17
1,43,32,1,-1,10,2,40,5
2,46,61,1,-1,10,2,40,8
1,44,66,1,-1,4,2,8,3
2,44,50,1,-1,4,1,8,2
2,44,51,4,12,13,1,51,1
1,44,50,1,-1,4,8,19,20
2,40,67,1,-1,4,2,13,3
2,39,64,4,30,9,3,38,14
1,39,67,1,-1,5,10,22,22
1,39,32,1,-1,3,7,4,19
2,43,24,1,-1,5,4,22,16
2,44,64,1,-1,10,2,40,10
2,42,43,1,-1,5,1,22,2
2,45,59,4,6,9,2,36,7
1,43,71,1,-1,5,1,22,2
1,44,31,1,-1,8,1,32,2
1,41,47,1,-1,4,1,14,1
2,46,36,1,-1,10,2,41,10
1,43,47,1,-1,9,9,36,21
2,39,42,1,-1,8,1,32,1
1,39,41,1,-1,8,1,32,1
2,37,17,1,-1,5,4,22,16
1,39,27,4,48,5,5,22,17
1,44,33,1,-1,8,2,32,3
2,44,26,1,-1,10,2,40,8
2,44,35,1,-1,10,5,40,17
2,44,65,1,-1,10,1,42,1
1,43,65,1,-1,12,3,48,15
2,43,31,1,-1,13,3,51,12
1,43,29,1,-1,12,3,48,15
1,45,60,1,-1,9,2,36,3
2,44,63,1,-1,11,2,44,8
2,46,68,1,-1,9,1,36,1
2,46,62,1,-1,13,2,51,6
2,45,37,1,-1,12,2,49,7
2,40,74,1,-1,5,5,22,17
1,43,33,1,-1,8,5,32,17
2,44,30,1,-1,10,2,40,8
1,41,44,1,-1,5,10,22,22
2,44,48,1,-1,10,2,40,8
1,39,52,1,-1,9,3,38,14
2,44,45,1,-1,5,1,21,2
1,43,44,1,-1,13,1,51,1
1,42,67,1,-1,9,8,38,20
2,42,65,1,-1,8,4,34,16
1,34,56,1,-1,12,8,47,20
1,39,24,1,-1,12,3,48,15
2,42,42,1,-1,10,2,42,10
1,42,41,1,-1,3,7,4,19
1,39,53,1,-1,3,8,4,20
2,39,42,1,-1,5,10,22,22
2,39,33,1,-1,11,3,46,13
1,43,58,1,-1,9,1,36,1
2,43,29,1,-1,10,2,41,10
1,43,39,2,-1,6,10,23,22
2,39,53,1,-1,10,3,41,11
1,39,63,1,-1,5,10,22,22
1,43,23,1,-1,9,1,36,2
1,45,38,4,3,10,2,40,5
1,43,25,1,-1,8,1,32,1
2,44,23,1,-1,10,2,42,6
2,44,50,1,-1,10,2,40,8
1,44,53,1,-1,10,2,40,6
2,36,17,1,-1,10,3,42,13
2,39,27,1,-1,1,1,1,2
1,39,62,1,-1,4,8,20,20
2,39,61,1,-1,10,5,43,17
1,40,60,2,-1,10,3,40,14
1,40,29,1,-1,5,4,22,16
2,43,33,1,-1,10,2,43,6
1,39,35,1,-1,10,5,42,17
1,43,64,1,-1,13,7,51,19
2,44,49,1,-1,10,2,40,6
1,39,18,1,-1,3,7,4,19
1,40,63,1,-1,3,1,4,1
2,40,59,1,-1,8,4,33,16
2,41,44,1,-1,11,3,46,13
1,43,44,1,-1,10,2,41,3
2,45,75,1,-1,10,2,42,10
2,36,50,1,-1,5,4,22,16
1,39,52,1,-1,10,3,40,14
1,40,30,1,-1,6,10,23,22
2,39,60,6,-1,4,9,14,21
2,39,32,1,-1,11,3,45,14
1,46,53,1,-1,10,1,40,1
2,44,52,1,-1,8,4,33,16
1,36,47,1,-1,5,8,22,20
2,44,57,1,-1,10,2,41,10
1,39,63,1,-1,1,6,1,18
2,42,39,1,-1,10,2,42,10
1,36,42,1,-1,4,3,9,14
2,41,44,1,-1,10,2,42,10
1,39,46,1,-1,5,4,22,16
1,41,24,1,-1,4,2,8,4
2,40,55,4,17,10,2,42,6
1,39,19,4,29,11,3,46,13
2,43,36,4,2,10,2,41,10
1,39,39,1,-1,9,8,38,20
2,44,64,1,-1,11,1,46,1
1,39,66,1,-1,11,1,46,1
1,39,53,1,-1,1,6,1,18
1,39,34,1,-1,5,10,22,22
2,39,32,1,-1,5,4,22,16
1,39,26,1,-1,1,10,2,22
1,37,24,1,-1,1,4,2,16
1,39,27,1,-1,11,3,46,13
2,39,38,1,-1,5,4,22,16
2,40,31,1,-1,12,2,47,3
1,39,27,1,-1,9,8,36,20
1,39,47,1,-1,5,4,21,16
2,40,35,1,-1,11,1,46,1
1,39,58,1,-1,4,9,7,21
1,40,55,1,-1,9,9,38,21
2,40,47,1,-1,6,1,23,1
1,36,24,1,-1,4,8,14,20
2,42,51,1,-1,10,1,42,1
1,39,55,1,-1,4,8,11,20
1,39,54,1,-1,3,7,4,19
2,44,47,1,-1,10,2,40,8
1,43,51,1,-1,3,2,4,4
1,43,26,1,-1,3,1,4,1
1,37,43,1,-1,12,8,47,20
1,40,44,1,-1,6,5,23,17
2,40,42,1,-1,8,1,32,1
1,37,17,2,-1,5,4,22,16
1,39,66,1,-1,1,6,2,18
1,37,34,1,-1,5,3,22,13
2,44,61,1,-1,10,2,40,8
2,41,40,1,-1,10,3,42,11
2,40,21,1,-1,4,9,14,21
1,39,56,1,-1,10,1,40,1
1,39,61,1,-1,4,9,13,21
2,40,62,1,-1,10,2,43,8
1,43,58,1,-1,13,1,51,2
1,37,40,1,-1,3,7,4,19
2,40,34,1,-1,12,2,49,6
2,43,38,1,-1,5,4,21,16
2,39,33,1,-1,5,2,21,3
2,39,33,1,-1,11,3,46,13
1,35,16,1,-1,11,3,46,13
2,45,55,1,-1,10,2,41,10
1,46,56,1,-1,9,2,36,9
2,44,40,1,-1,10,2,40,8
1,39,62,1,-1,6,10,23,22
2,39,59,1,-1,10,5,42,17
2,46,43,1,-1,8,2,33,8
1,43,48,1,-1,4,2,19,4
1,43,29,1,-1,4,2,8,4
2,43,29,1,-1,10,2,42,10
1,43,69,1,-1,9,2,36,3
2,43,69,1,-1,10,2,40,8
2,44,40,1,-1,10,2,40,8
2,44,37,1,-1,10,2,40,8
1,36,71,1,-1,4,10,19,22
1,45,42,1,-1,5,2,22,4
2,45,40,1,-1,9,2,36,3
2,43,32,1,-1,4,1,15,1
1,42,36,1,-1,9,2,38,4
2,44,39,1,-1,10,2,40,8
2,42,36,1,-1,10,3,42,11
1,44,58,1,-1,9,2,36,4
2,43,60,1,-1,13,1,51,2
2,39,55,1,-1,9,5,38,17
1,34,55,1,-1,9,8,38,20
1,43,31,1,-1,3,1,4,1
1,39,78,1,-1,5,10,22,22
1,39,68,1,-1,5,4,22,16
2,39,61,1,-1,5,4,22,16
2,43,30,1,-1,5,5,22,17
2,41,53,1,-1,8,4,33,16
1,43,55,1,-1,6,10,23,22
2,40,36,1,-1,12,5,47,17
1,41,38,1,-1,13,8,51,20
2,44,39,1,-1,10,2,40,3
1,44,42,1,-1,8,2,33,3
1,39,62,2,-1,9,3,38,14
2,41,50,1,-1,9,3,38,14
2,43,58,7,-1,11,3,44,15
1,46,63,1,-1,10,2,40,8
2,40,19,1,-1,9,2,36,5
2,36,16,7,-1,11,3,45,15
1,39,59,1,-1,6,7,24,19
1,39,61,1,-1,3,7,4,19
1,44,44,1,-1,3,2,4,4
2,46,41,1,-1,9,2,36,5
2,36,73,1,-1,11,3,46,13
2,43,32,1,-1,10,2,40,8
2,44,73,1,-1,7,2,25,9
1,45,67,1,-1,10,2,41,10
1,46,43,1,-1,9,2,36,7
2,46,43,1,-1,9,2,36,10
2,32,35,1,-1,9,3,38,14
2,38,18,1,-1,9,3,38,14
2,39,43,1,-1,10,3,42,11
2,39,53,1,-1,11,1,46,1
2,39,20,1,-1,11,4,46,16
1,39,54,1,-1,4,9,5,21
2,37,54,1,-1,10,3,43,11
2,40,38,1,-1,10,5,42,17
1,40,48,1,-1,11,5,46,17
2,40,33,1,-1,6,5,23,17
1,43,39,1,-1,7,2,29,3
2,43,37,1,-1,5,5,22,17
1,40,63,1,-1,9,2,36,3
1,43,48,1,-1,10,1,43,1
2,40,43,1,-1,10,2,42,10
2,39,40,1,-1,10,3,41,13
1,43,45,1,-1,9,1,36,1
2,44,47,1,-1,13,2,51,6
2,39,61,2,-1,5,5,22,17
1,40,66,1,-1,3,7,4,19
1,43,54,1,-1,8,1,33,2
2,43,54,1,-1,10,2,41,10
1,43,26,1,-1,9,2,36,4
2,40,20,1,-1,5,2,22,10
2,43,23,1,-1,10,3,43,11
1,43,45,1,-1,5,1,22,2
2,42,45,1,-1,10,3,42,11
2,44,29,1,-1,9,2,36,9
2,44,28,1,-1,12,2,49,3
1,42,49,1,-1,6,10,23,22
1,34,77,2,-1,9,3,38,14
2,43,70,1,-1,5,4,21,16
2,43,29,1,-1,10,3,42,11
1,43,30,1,-1,5,2,22,3
1,44,73,4,6,4,2,19,3
2,44,48,1,-1,10,1,40,2
2,44,45,1,-1,9,3,38,14
1,40,39,1,-1,3,7,4,19
1,43,27,1,-1,4,2,13,4
2,42,63,1,-1,10,2,42,10
1,44,57,1,-1,9,2,36,9
2,39,73,1,-1,10,3,42,11
1,43,58,1,-1,13,2,51,7
2,43,48,1,-1,6,10,23,22
2,40,19,1,-1,11,4,46,16
1,44,33,1,-1,9,1,36,1
2,44,35,1,-1,8,1,32,2
1,43,54,1,-1,5,4,21,16
2,43,55,1,-1,7,1,28,2
2,40,20,1,-1,10,5,40,17
1,44,38,1,-1,6,2,24,3
2,43,35,1,-1,7,2,29,4
1,43,43,1,-1,8,1,32,1
1,40,48,1,-1,5,2,21,9
2,43,51,1,-1,8,5,33,17
1,46,60,1,-1,4,2,13,5
2,44,58,1,-1,10,1,40,1
1,43,30,1,-1,10,2,40,5
2,46,35,1,-1,10,2,40,8
1,43,66,1,-1,3,7,4,19
1,39,47,1,-1,1,1,1,1
2,39,33,1,-1,1,4,1,16
2,39,70,1,-1,12,5,49,17
1,39,73,1,-1,12,5,49,17
2,43,31,1,-1,4,2,14,5
1,40,54,1,-1,12,1,47,1
1,43,62,1,-1,9,1,36,1
2,43,50,1,-1,10,2,41,10
1,43,45,1,-1,9,1,36,1
2,44,46,1,-1,10,2,40,5
2,42,54,1,-1,6,1,24,1
1,39,47,1,-1,6,1,24,2
2,43,68,1,-1,4,4,19,16
1,44,67,1,-1,12,2,49,6
2,41,60,1,-1,10,2,40,10
1,43,62,1,-1,3,1,4,1
2,43,58,1,-1,4,9,8,21
2,39,48,1,-1,4,9,13,21
1,39,44,1,-1,13,2,51,4
1,46,74,1,-1,4,1,8,2
2,46,75,1,-1,9,2,36,3
1,43,74,1,-1,8,4,32,16
2,43,22,1,-1,10,5,41,17
2,39,51,1,-1,10,2,42,10
1,44,45,1,-1,13,3,51,12
2,44,42,1,-1,10,5,40,17
1,40,48,1,-1,6,5,23,17
2,40,46,1,-1,6,10,23,22
1,39,22,4,2,5,10,22,22
1,39,18,1,-1,5,4,22,16
1,39,52,1,-1,12,10,48,22
2,39,47,1,-1,10,3,43,11
2,39,58,1,-1,10,3,43,15
2,43,47,1,-1,10,3,41,11
1,39,48,1,-1,10,3,41,11
2,42,29,1,-1,10,3,41,11
1,40,30,1,-1,11,4,46,16
1,40,32,1,-1,9,5,38,17
2,44,58,1,-1,9,1,36,2
2,44,70,4,2,10,1,40,1
1,40,66,1,-1,10,7,40,19
1,43,32,1,-1,10,2,43,6
1,37,25,1,-1,5,10,22,22
2,39,63,1,-1,10,2,42,10
2,39,56,1,-1,10,3,41,11
1,43,61,1,-1,11,10,46,22
2,41,56,1,-1,10,5,42,17
1,39,62,1,-1,3,8,4,20
1,39,25,1,-1,13,10,51,22
1,44,45,1,-1,10,2,40,8
2,43,41,1,-1,10,3,42,15
2,39,67,1,-1,5,1,22,2
1,41,43,1,-1,4,9,10,21
2,39,35,1,-1,5,5,22,17
1,39,25,1,-1,3,8,4,20
2,39,27,1,-1,11,3,46,13
2,41,46,1,-1,10,3,42,11
1,34,45,7,-1,3,7,4,19
1,44,51,1,-1,4,2,10,4
2,42,50,1,-1,10,3,40,12
1,43,23,1,-1,3,7,4,19
1,41,28,1,-1,6,8,24,20
2,43,27,1,-1,10,2,41,10
1,42,50,1,-1,6,10,23,22
1,40,35,1,-1,8,10,34,22
2,42,32,1,-1,10,2,41,10
2,39,69,1,-1,10,3,42,11
1,39,69,1,-1,6,10,23,22
2,39,28,1,-1,10,3,42,11
1,39,31,1,-1,10,3,43,11
2,39,50,1,-1,11,4,46,16
1,39,26,1,-1,5,5,22,17
1,39,24,1,-1,11,3,46,13
2,39,22,1,-1,10,5,42,17
2,39,29,1,-1,9,3,38,14
1,42,36,1,-1,3,1,4,1
1,39,47,1,-1,9,1,38,1
1,43,26,1,-1,8,2,33,3
2,44,27,1,-1,8,2,33,3
2,39,60,1,-1,10,3,40,13
1,39,70,1,-1,11,3,46,13
2,41,67,1,-1,10,5,42,17
1,39,42,1,-1,3,7,4,19
2,44,52,1,-1,10,2,40,8
2,43,67,1,-1,9,5,38,17
2,39,24,1,-1,11,3,46,13
2,43,39,1,-1,10,1,43,1
1,39,41,1,-1,6,10,23,22
1,43,31,1,-1,9,2,36,9
1,39,53,1,-1,5,3,22,14
2,39,49,1,-1,11,4,44,16
2,40,22,1,-1,5,3,22,12
1,40,20,1,-1,12,8,47,20
1,43,41,1,-1,9,5,36,17
1,42,33,1,-1,9,2,36,3
2,39,20,1,-1,10,2,40,8
1,44,39,1,-1,9,2,38,9
2,43,28,1,-1,7,2,28,3
2,39,62,1,-1,12,3,50,15
1,40,23,1,-1,9,2,36,9
2,43,27,1,-1,9,1,36,1
1,43,27,1,-1,8,4,34,16
2,43,31,1,-1,5,1,21,1
1,43,64,1,-1,3,7,4,19
1,43,26,1,-1,8,1,33,2
2,39,60,1,-1,10,3,41,14
2,43,48,1,-1,10,2,40,5
1,39,28,1,-1,5,10,22,22
2,39,69,1,-1,10,3,42,11
2,39,30,1,-1,12,3,50,11
2,42,58,1,-1,9,1,36,1
1,43,28,1,-1,8,2,32,3
1,44,31,1,-1,13,1,51,2
2,38,67,1,-1,10,3,42,11
2,38,41,1,-1,5,10,22,22
1,38,68,1,-1,8,3,34,14
2,39,42,1,-1,10,2,42,10
1,39,20,4,3,6,10,23,22
2,42,61,1,-1,13,5,51,17
1,43,49,1,-1,4,1,13,1
2,43,24,1,-1,12,2,49,6
1,40,26,1,-1,4,9,13,21
2,43,47,1,-1,10,2,41,10
1,43,65,1,-1,8,1,32,1
1,44,33,1,-1,10,2,40,8
2,44,33,1,-1,10,2,40,8
2,44,63,1,-1,10,2,40,8
2,43,69,1,-1,5,1,22,1
1,44,73,1,-1,7,2,25,9
1,39,36,1,-1,12,8,47,20
1,44,45,1,-1,8,2,32,3
2,44,45,1,-1,10,2,41,10
1,40,46,1,-1,12,3,48,15
2,44,45,1,-1,12,2,49,8
2,39,73,1,-1,10,5,43,17
2,43,58,1,-1,9,5,36,17
2,43,31,1,-1,12,3,48,15
1,43,32,1,-1,13,3,51,12
1,40,73,1,-1,4,5,19,17
2,39,68,1,-1,9,5,36,17
1,39,38,1,-1,3,5,4,17
1,41,60,1,-1,4,8,6,20
1,43,37,1,-1,13,3,51,12
2,43,37,1,-1,10,2,40,8
2,42,73,1,-1,10,2,40,8
1,43,31,1,-1,5,2,22,9
1,43,33,1,-1,6,10,23,22
1,44,57,1,-1,10,1,42,1
2,44,31,1,-1,8,5,32,17
1,43,25,1,-1,6,4,24,16
2,43,25,1,-1,10,2,42,10
1,43,58,1,-1,11,3,46,13
1,43,52,1,-1,11,3,46,13
1,43,25,1,-1,8,2,32,3
1,43,25,1,-1,8,1,32,1
2,43,38,1,-1,10,2,41,10
2,43,27,1,-1,9,2,36,9
1,41,20,1,-1,9,2,36,3
2,39,24,1,-1,13,3,51,12
2,41,48,1,-1,13,2,51,6
1,41,70,1,-1,13,5,51,17
2,43,28,1,-1,11,3,46,13
1,43,39,1,-1,5,2,22,3
2,43,30,1,-1,5,4,21,16
1,41,33,1,-1,11,3,45,13
2,44,55,1,-1,9,1,38,1
2,44,49,2,-1,10,2,42,10
1,45,26,1,-1,9,2,36,7
1,43,68,1,-1,13,1,51,2
1,43,26,1,-1,8,1,32,1
2,43,27,1,-1,10,5,42,17
1,43,30,1,-1,11,3,46,13
1,46,26,1,-1,10,2,40,5
2,44,42,1,-1,13,4,51,16
1,43,50,1,-1,10,3,43,11
1,41,44,1,-1,4,8,10,20
2,41,44,1,-1,5,2,22,9
1,39,49,1,-1,12,3,49,14
1,41,68,1,-1,10,10,40,22
2,40,35,4,1,11,4,46,16
1,45,65,1,-1,13,2,51,7
2,45,44,1,-1,9,2,36,7
1,43,47,1,-1,9,1,36,2
2,43,46,1,-1,10,2,40,10
2,40,21,1,-1,5,3,22,13
2,40,69,1,-1,3,5,4,17
2,39,79,1,-1,9,5,36,17
1,39,50,1,-1,3,7,4,19
2,43,43,1,-1,10,2,41,10
1,41,62,5,-1,9,3,38,14
2,44,31,1,-1,10,2,40,8
1,42,32,1,-1,9,3,38,14
1,42,54,1,-1,7,8,29,20
1,39,57,1,-1,3,7,4,19
1,39,31,1,-1,3,7,4,19
1,39,43,1,-1,3,7,4,19
2,40,68,1,-1,10,3,41,11
2,40,66,1,-1,10,3,43,11
2,44,33,1,-1,10,2,40,8
1,43,32,1,-1,6,10,23,22
1,43,28,1,-1,5,4,22,16
2,43,52,1,-1,10,3,42,11
2,39,25,1,-1,9,3,36,14
2,39,63,1,-1,5,4,22,16
1,39,68,1,-1,9,9,36,21
2,42,56,1,-1,13,5,51,17
1,39,59,1,-1,13,7,51,19
1,43,58,1,-1,8,5,34,17
2,43,46,1,-1,9,2,36,9
2,40,44,1,-1,13,2,51,3
1,33,39,1,-1,3,7,4,19
2,33,37,1,-1,12,3,48,15
2,39,28,1,-1,5,4,22,16
2,41,62,1,-1,9,2,36,7
1,39,28,1,-1,12,3,48,15
1,39,28,1,-1,10,3,42,11
2,39,80,1,-1,11,3,46,13
2,43,31,1,-1,5,3,22,15
2,39,64,1,-1,9,3,38,11
2,40,57,1,-1,10,2,40,8
1,40,52,1,-1,3,7,4,19
1,39,51,1,-1,11,1,46,1
2,31,48,1,-1,11,5,46,17
2,39,61,1,-1,6,3,23,12
1,39,21,1,-1,5,10,22,22
1,39,21,1,-1,9,10,38,22
1,39,22,1,-1,9,10,38,22
1,39,28,1,-1,11,3,46,13
1,39,32,1,-1,11,3,46,13
1,43,52,1,-1,13,3,51,12
1,44,38,1,-1,4,2,19,5
2,44,36,1,-1,9,2,36,5
1,43,77,1,-1,5,4,22,16
1,42,56,1,-1,4,9,13,21
2,41,52,1,-1,10,3,42,11
1,43,32,1,-1,9,4,36,16
1,39,23,1,-1,10,1,43,1
2,39,23,1,-1,3,7,4,19
1,41,33,4,4,4,9,15,21
2,44,58,1,-1,10,2,40,8
1,39,33,1,-1,3,7,4,19
1,36,36,1,-1,3,7,4,19
2,44,59,1,-1,10,2,40,8
1,43,63,1,-1,11,1,44,1
2,40,27,1,-1,4,4,14,16
1,43,64,1,-1,5,4,21,16
2,39,63,1,-1,10,1,43,2
1,39,41,1,-1,5,4,22,16
1,39,33,1,-1,3,1,4,1
1,41,26,1,-1,3,7,4,19
1,32,56,1,-1,3,7,4,19
1,39,22,1,-1,9,3,38,14
2,39,55,1,-1,10,3,42,11
1,44,49,1,-1,8,1,32,2
1,39,39,1,-1,9,3,38,14
2,39,43,1,-1,10,3,41,11
2,39,69,1,-1,5,5,22,17
1,39,72,1,-1,4,10,12,22
1,39,79,2,-1,3,4,4,16
1,39,59,1,-1,4,9,13,21
1,35,61,2,-1,13,3,51,14
1,42,55,1,-1,4,2,7,4
2,44,43,1,-1,11,2,44,9
1,44,42,1,-1,11,2,44,9
2,44,47,1,-1,10,2,40,8
1,40,48,1,-1,3,8,4,20
2,41,43,1,-1,12,3,48,15
2,41,29,1,-1,4,3,14,13
1,41,35,1,-1,4,3,14,13
2,35,37,1,-1,11,3,45,14
1,35,46,1,-1,12,8,47,20
2,39,24,1,-1,11,3,46,13
1,43,74,1,-1,3,7,4,19
1,43,35,1,-1,4,2,7,4
1,44,42,1,-1,4,2,9,3
2,43,35,1,-1,8,2,33,3
2,43,27,1,-1,5,1,22,2
1,43,29,1,-1,4,2,8,4
2,44,30,1,-1,11,2,44,9
2,43,49,1,-1,9,1,36,2
1,41,53,7,-1,6,10,23,22
2,42,49,1,-1,10,2,40,3
1,44,68,1,-1,10,1,42,1
2,46,68,1,-1,10,1,42,1
1,39,60,1,-1,13,9,51,21
2,43,22,1,-1,11,1,44,1
1,39,21,1,-1,13,3,51,12
1,40,28,1,-1,10,5,43,17
2,44,32,1,-1,10,2,40,8
1,40,60,1,-1,4,1,11,1
2,40,79,1,-1,10,3,42,11
2,39,44,1,-1,4,9,16,21
1,46,39,1,-1,10,2,42,10
2,43,42,1,-1,4,5,7,17
1,40,56,1,-1,3,7,4,19
2,39,56,1,-1,10,2,40,8
2,39,23,1,-1,4,9,12,21
1,43,29,1,-1,13,2,51,5
2,43,28,1,-1,4,2,19,5
1,38,47,1,-1,4,10,13,22
2,39,47,1,-1,10,3,42,11
1,38,49,1,-1,4,9,20,21
1,39,25,4,1,3,7,4,19
2,41,73,1,-1,9,10,36,22
1,39,60,1,-1,5,10,22,22
1,40,48,1,-1,8,2,32,3
2,39,50,1,-1,6,10,23,22
1,40,49,2,-1,8,2,33,4
1,39,33,1,-1,4,9,19,21
2,39,30,1,-1,12,1,48,2
2,40,36,1,-1,7,8,29,20
1,39,30,1,-1,3,8,4,20
1,39,51,1,-1,3,7,4,19
2,39,51,1,-1,12,1,48,2
2,43,36,1,-1,9,1,36,2
1,40,38,1,-1,3,8,4,20
2,43,25,1,-1,12,3,48,14
1,43,34,1,-1,9,2,36,3
1,43,28,1,-1,10,2,42,10
2,44,28,1,-1,10,2,40,8
2,39,85,5,-1,10,5,42,17
1,41,48,1,-1,6,10,23,22
2,41,73,1,-1,10,5,42,17
2,43,58,1,-1,10,2,41,10
2,43,30,1,-1,9,5,36,17
1,41,57,1,-1,10,2,42,10
1,42,21,1,-1,5,4,22,16
2,43,38,1,-1,4,1,15,1
1,46,44,1,-1,10,2,41,10
1,44,59,1,-1,5,4,22,16
1,39,63,1,-1,7,8,25,20
1,39,55,1,-1,9,10,36,22
2,42,48,1,-1,10,2,43,8
2,44,43,1,-1,5,4,22,16
2,43,23,1,-1,10,2,40,8
1,39,39,1,-1,3,8,4,20
2,39,35,1,-1,12,5,49,17
2,37,17,1,-1,11,4,46,16
1,35,15,1,-1,11,3,44,15
1,43,33,1,-1,10,2,40,8
2,44,30,1,-1,10,2,42,10
2,42,56,1,-1,4,1,7,2
1,39,52,1,-1,4,10,14,22
1,40,61,1,-1,6,10,23,22
1,39,32,1,-1,4,9,13,21
2,41,28,1,-1,8,3,34,14
2,40,62,1,-1,11,3,45,13
1,35,55,1,-1,9,3,38,14
2,44,54,1,-1,10,2,40,8
2,39,56,1,-1,8,4,33,16
1,39,61,1,-1,8,4,33,16
1,44,70,1,-1,9,2,36,3
1,43,29,1,-1,3,1,4,1
2,43,29,1,-1,3,1,4,1
2,43,40,1,-1,5,4,22,16
1,43,42,1,-1,3,1,4,1
2,40,68,1,-1,12,10,48,22
2,43,31,1,-1,13,1,51,1
1,40,25,1,-1,13,2,51,3
1,39,54,1,-1,5,4,22,16
1,41,74,1,-1,8,8,34,20
2,40,61,1,-1,4,9,14,21
1,39,35,1,-1,3,7,4,19
2,39,32,1,-1,5,3,22,15
2,44,43,1,-1,13,1,51,2
1,40,47,1,-1,4,9,19,21
2,39,65,1,-1,5,4,22,16
1,46,61,1,-1,10,2,40,8
1,43,27,1,-1,10,3,41,11
2,44,54,1,-1,10,2,40,8
1,42,42,1,-1,8,1,33,1
2,42,35,1,-1,10,2,40,8
2,45,30,1,-1,13,2,51,7
1,43,30,1,-1,5,1,21,2
1,41,68,1,-1,7,10,29,22
2,42,67,1,-1,5,10,22,22
2,42,39,1,-1,12,5,48,17
1,40,42,1,-1,8,4,34,16
2,42,65,1,-1,5,4,22,16
2,40,64,2,-1,6,5,23,17
1,39,29,1,-1,5,4,22,16
1,43,52,1,-1,8,1,34,1
2,39,59,1,-1,10,5,41,17
1,40,35,1,-1,5,5,22,17
2,37,28,1,-1,10,3,42,11
1,43,54,1,-1,10,2,40,8
1,44,44,1,-1,6,2,24,3
2,43,39,1,-1,3,1,4,1
1,45,49,1,-1,10,2,42,10
2,45,52,1,-1,10,2,41,10
1,42,66,1,-1,4,4,11,16
2,43,63,1,-1,10,5,42,17
2,40,51,1,-1,9,1,36,1
1,37,17,1,-1,11,3,46,13
2,45,46,1,-1,13,2,51,10
1,43,47,1,-1,13,1,51,1
2,37,18,1,-1,11,3,44,12
2,35,16,1,-1,11,3,44,12
1,35,16,1,-1,11,3,44,12
1,43,53,1,-1,8,1,32,2
2,43,54,1,-1,10,2,40,8
2,38,17,1,-1,11,4,46,16
1,40,49,1,-1,8,1,33,2
2,43,59,4,10,10,5,42,17
2,34,66,1,-1,9,3,38,14
1,40,44,1,-1,5,10,22,22
1,39,77,1,-1,5,10,22,22
2,37,61,1,-1,10,3,40,13
1,43,24,1,-1,4,1,17,2
1,43,23,1,-1,5,4,21,16
1,42,33,1,-1,12,2,47,3
2,39,40,2,-1,11,2,44,9
1,44,59,4,83,8,1,32,1
2,41,23,1,-1,10,2,42,10
1,41,22,4,11,6,10,23,22
1,43,31,1,-1,8,5,32,17
1,41,30,1,-1,12,10,47,22
2,43,33,1,-1,10,2,40,8
1,43,32,1,-1,13,2,51,5
2,39,65,1,-1,5,9,22,21
2,39,78,1,-1,5,10,22,22
1,43,50,1,-1,13,2,51,4
1,43,51,1,-1,13,2,51,4
2,41,51,1,-1,10,3,42,11
1,40,54,1,-1,4,8,7,20
2,43,48,1,-1,4,1,19,1
2,39,50,1,-1,11,3,46,13
2,40,23,1,-1,9,1,36,2
1,40,20,1,-1,9,3,38,14
2,43,41,1,-1,9,1,36,1
2,43,73,1,-1,10,2,40,8
2,44,40,1,-1,9,2,38,3
2,39,44,1,-1,7,5,29,17
1,40,33,1,-1,6,9,24,21
2,44,31,4,2,10,2,40,9
2,40,44,1,-1,10,2,43,6
1,43,36,1,-1,4,1,6,1
1,39,20,1,-1,5,8,21,20
2,39,20,1,-1,10,3,42,11
1,41,63,1,-1,8,8,34,20
1,40,29,1,-1,5,10,22,22
2,39,36,1,-1,5,4,22,16
1,44,53,1,-1,7,1,31,1
2,44,53,1,-1,5,10,22,22
