pesex,peeduca,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1
2,43,34,1,-1,7,2,30,3
1,43,39,1,-1,4,1,8,1
2,37,17,1,-1,10,10,40,22
2,39,36,1,-1,10,10,40,22
1,34,18,1,-1,5,4,22,16
1,44,50,1,-1,9,2,36,3
1,35,50,1,-1,9,3,38,14
1,43,26,1,-1,9,3,38,14
1,39,72,2,-1,9,3,38,14
1,40,28,1,-1,9,3,36,11
2,43,39,2,-1,9,2,36,7
1,44,38,2,-1,7,5,30,17
2,42,46,1,-1,5,5,22,17
1,44,47,1,-1,4,2,10,4
2,36,17,1,-1,11,3,46,13
1,43,63,7,-1,6,10,23,22
2,39,62,1,-1,12,3,48,15
1,34,25,1,-1,3,7,4,19
1,43,25,1,-1,3,7,4,19
1,43,30,1,-1,3,7,4,19
2,39,30,1,-1,5,4,22,16
1,39,29,1,-1,9,3,38,12
1,40,31,1,-1,9,2,36,3
1,43,52,4,52,9,1,36,1
2,44,26,1,-1,9,2,36,3
1,39,54,1,-1,13,3,51,12
2,40,46,1,-1,10,2,42,10
1,42,30,1,-1,6,10,23,22
1,44,36,1,-1,9,2,36,3
2,40,44,1,-1,9,2,36,3
1,44,56,1,-1,4,9,5,21
2,43,31,1,-1,9,2,36,7
1,43,50,1,-1,8,2,33,3
2,40,59,1,-1,10,3,42,11
1,36,35,1,-1,6,10,23,22
1,41,34,1,-1,5,9,22,21
2,45,42,1,-1,9,1,36,2
1,44,43,1,-1,5,1,21,2
1,39,52,3,21,3,7,4,19
1,39,43,1,-1,5,10,21,22
1,46,33,2,-1,13,2,51,7
1,43,36,1,-1,4,2,10,4
2,40,27,4,1,10,3,41,11
1,39,27,1,-1,6,10,23,22
1,39,44,1,-1,5,4,21,16
2,41,62,1,-1,10,5,42,17
2,43,56,1,-1,10,2,40,8
2,41,34,1,-1,12,3,48,15
1,39,35,1,-1,6,5,23,17
1,39,55,1,-1,6,10,23,22
2,40,36,1,-1,11,3,46,13
1,43,44,1,-1,4,1,10,1
1,40,30,1,-1,5,4,22,16
2,39,45,1,-1,9,1,38,1
1,41,49,1,-1,10,2,42,10
2,42,45,1,-1,10,5,41,17
1,39,55,1,-1,5,4,21,16
2,41,29,1,-1,11,3,46,13
1,38,24,1,-1,5,9,22,21
1,42,51,1,-1,10,2,41,4
2,45,48,1,-1,10,2,42,10
2,43,54,1,-1,9,3,36,11
1,44,53,1,-1,10,2,40,8
2,41,20,1,-1,10,3,42,11
2,41,64,1,-1,10,2,42,10
2,40,37,1,-1,5,10,22,22
2,43,57,1,-1,10,2,42,10
1,41,55,1,-1,10,1,42,1
2,43,53,1,-1,10,1,41,1
1,43,53,1,-1,13,3,51,12
2,40,22,1,-1,10,3,42,11
2,39,60,4,26,9,3,38,14
1,39,52,1,-1,5,4,22,16
2,39,50,1,-1,5,4,22,16
1,39,30,1,-1,5,10,22,22
2,40,33,1,-1,10,3,42,11
2,40,31,1,-1,10,3,42,11
2,42,58,1,-1,10,2,40,9
2,39,38,1,-1,5,10,22,22
2,41,39,1,-1,13,1,51,1
2,40,63,1,-1,5,10,22,22
2,40,46,1,-1,13,5,51,17
2,44,53,1,-1,13,1,51,2
1,41,55,1,-1,10,2,40,4
2,43,26,1,-1,10,3,40,12
2,43,23,1,-1,10,5,40,17
2,41,47,1,-1,10,2,41,10
1,44,46,1,-1,9,2,36,3
2,39,69,1,-1,6,10,23,22
1,39,50,1,-1,4,9,17,21
2,43,32,1,-1,10,2,40,8
1,39,38,1,-1,10,2,40,8
2,44,25,1,-1,10,2,40,8
2,46,39,1,-1,10,2,40,5
1,44,41,1,-1,10,1,40,1
1,43,27,1,-1,9,2,36,4
2,44,29,1,-1,10,2,42,6
2,41,42,1,-1,10,2,42,10
2,43,56,1,-1,9,1,38,2
1,39,29,1,-1,9,3,38,14
1,40,38,1,-1,12,3,49,14
2,43,50,1,-1,9,2,36,3
1,43,48,1,-1,7,1,29,2
2,46,35,1,-1,10,2,40,8
1,44,44,1,-1,9,2,38,10
1,41,60,1,-1,6,1,23,1
2,40,39,1,-1,12,3,49,14
1,39,45,1,-1,4,9,6,21
2,43,40,1,-1,13,1,51,1
1,39,44,1,-1,1,1,1,1
2,43,57,1,-1,6,5,23,17
1,43,57,1,-1,3,7,4,19
2,39,54,1,-1,9,2,36,5
1,39,72,1,-1,10,3,42,14
2,44,70,1,-1,10,2,40,8
2,43,30,1,-1,9,2,38,8
1,42,30,1,-1,13,1,51,2
1,39,24,1,-1,7,8,29,20
2,40,54,1,-1,4,9,5,21
1,40,61,1,-1,5,10,22,22
1,43,50,1,-1,4,1,8,1
2,44,46,1,-1,4,1,19,1
1,40,39,1,-1,3,8,4,20
2,43,37,1,-1,10,2,42,10
2,39,56,1,-1,5,5,22,17
1,39,80,1,-1,1,1,1,1
1,43,36,1,-1,7,2,30,3
2,43,36,2,-1,5,2,21,3
2,39,60,1,-1,4,1,7,2
1,39,59,1,-1,6,5,23,17
1,39,56,1,-1,9,2,38,3
2,43,66,4,22,9,2,38,10
2,41,46,1,-1,10,3,41,11
1,39,51,1,-1,6,10,23,22
1,39,66,1,-1,4,3,14,14
1,43,27,1,-1,8,1,32,1
2,44,27,1,-1,9,1,36,2
1,42,41,1,-1,13,9,51,21
1,44,33,1,-1,5,4,21,16
2,43,25,2,-1,8,1,32,2
2,39,29,1,-1,5,10,22,22
1,39,31,1,-1,3,7,4,19
2,40,49,1,-1,8,5,33,17
1,42,69,1,-1,5,4,22,16
2,44,33,1,-1,13,2,51,6
1,43,33,1,-1,7,5,25,17
1,44,63,1,-1,7,2,26,9
2,44,66,1,-1,11,2,44,9
1,41,46,1,-1,13,3,51,14
2,44,45,1,-1,10,2,42,10
1,40,45,1,-1,1,10,1,22
2,44,44,1,-1,10,2,40,8
2,43,48,1,-1,13,2,51,6
2,44,40,1,-1,10,2,40,8
1,40,48,1,-1,9,4,36,16
1,40,48,1,-1,4,1,6,2
2,37,16,1,-1,11,3,46,13
2,39,26,1,-1,12,3,48,15
1,39,26,1,-1,3,7,4,19
1,40,38,1,-1,13,3,51,12
2,40,36,1,-1,7,2,29,3
1,43,30,1,-1,6,9,24,21
2,43,24,1,-1,9,2,36,10
1,43,35,1,-1,13,3,51,12
2,45,47,1,-1,8,5,34,17
1,40,46,1,-1,12,2,49,8
2,43,60,1,-1,10,3,42,11
1,41,57,2,-1,4,9,7,21
1,43,38,1,-1,13,1,51,1
2,43,34,1,-1,1,1,1,1
2,41,57,1,-1,10,2,41,10
1,39,62,1,-1,4,9,7,21
2,41,46,1,-1,12,3,48,15
1,43,46,1,-1,9,2,36,3
2,43,33,1,-1,9,1,36,1
1,46,33,1,-1,11,3,44,14
1,43,57,1,-1,4,1,13,1
2,44,37,1,-1,10,2,42,10
1,43,55,1,-1,6,2,24,4
2,39,53,1,-1,5,4,22,16
2,40,24,1,-1,11,3,46,13
2,40,21,1,-1,10,2,40,3
1,43,46,1,-1,12,1,49,1
2,39,45,1,-1,8,1,33,2
2,40,20,1,-1,10,3,43,15
2,37,18,1,-1,11,3,46,13
1,37,17,1,-1,11,3,46,13
2,41,65,1,-1,10,5,41,17
1,43,57,1,-1,10,3,40,13
2,43,50,1,-1,5,2,22,9
1,39,18,1,-1,11,3,46,13
2,35,15,2,-1,11,3,46,13
2,43,54,1,-1,4,2,12,9
1,44,59,1,-1,8,2,32,3
2,44,61,1,-1,10,2,40,8
1,43,57,1,-1,4,1,9,1
1,43,42,1,-1,13,3,51,12
2,43,40,1,-1,8,1,33,1
2,44,35,1,-1,10,2,41,10
1,43,34,1,-1,9,2,36,3
1,39,57,1,-1,3,7,4,19
2,42,52,1,-1,10,2,42,10
2,40,21,1,-1,13,8,51,20
1,39,23,1,-1,6,10,23,22
1,39,33,1,-1,4,3,14,14
2,39,41,1,-1,5,4,22,16
2,43,28,1,-1,5,4,22,16
2,43,36,1,-1,6,1,23,2
2,36,17,1,-1,11,4,46,16
1,40,30,1,-1,6,1,23,2
2,39,44,1,-1,10,3,42,13
2,39,25,1,-1,10,3,41,13
1,35,16,1,-1,10,2,42,10
1,43,35,1,-1,4,2,17,5
1,39,39,1,-1,4,5,7,17
2,44,36,1,-1,10,1,42,2
2,42,57,1,-1,9,2,36,5
1,39,63,1,-1,4,1,19,1
1,39,42,7,-1,9,5,36,17
1,43,31,1,-1,9,2,36,3
1,42,39,1,-1,12,5,47,17
1,41,48,1,-1,4,8,17,20
2,41,44,1,-1,10,3,42,11
1,39,22,1,-1,9,3,38,14
1,43,29,1,-1,4,9,11,21
2,39,22,4,4,4,9,11,21
1,39,26,1,-1,4,10,14,22
1,43,62,1,-1,8,10,34,22
2,43,62,1,-1,8,1,34,1
1,43,57,1,-1,13,2,51,3
1,43,37,1,-1,5,9,22,21
2,43,37,1,-1,10,1,40,1
1,41,45,1,-1,4,9,9,21
2,39,64,1,-1,10,10,40,22
1,39,65,1,-1,10,10,40,22
2,39,57,1,-1,4,1,11,1
1,43,57,1,-1,13,2,51,4
2,43,58,1,-1,10,3,42,11
1,43,68,1,-1,1,1,1,1
2,40,63,1,-1,12,1,48,1
2,46,68,5,-1,10,5,42,17
2,43,74,2,-1,10,2,42,10
1,43,85,1,-1,9,1,36,1
2,46,42,2,-1,10,2,42,6
1,40,34,1,-1,5,4,22,16
1,39,21,1,-1,5,4,22,16
1,35,16,1,-1,11,3,44,12
1,43,29,1,-1,10,1,40,1
2,43,30,1,-1,9,4,38,16
1,40,50,1,-1,3,7,4,19
2,42,67,1,-1,13,5,51,17
2,42,77,2,-1,13,2,51,10
2,40,43,4,117,10,3,41,11
1,43,49,1,-1,13,3,51,12
2,42,47,1,-1,5,4,22,16
1,39,64,1,-1,5,10,21,22
1,43,52,4,57,3,4,4,16
1,45,34,1,-1,13,1,51,1
1,39,54,1,-1,5,2,22,10
1,39,62,1,-1,3,1,4,1
2,36,51,1,-1,5,4,22,16
1,39,21,1,-1,12,10,47,22
1,39,61,1,-1,9,1,36,1
2,43,51,1,-1,9,1,36,1
1,43,50,1,-1,5,4,21,16
2,37,17,2,-1,11,3,46,13
2,44,70,2,-1,10,2,40,8
1,37,62,1,-1,10,3,43,15
2,43,25,1,-1,8,5,32,17
1,42,25,1,-1,5,8,22,20
1,40,47,1,-1,2,7,3,19
2,40,41,1,-1,10,2,40,8
2,43,54,1,-1,8,2,33,10
1,46,55,1,-1,13,2,51,7
1,36,17,1,-1,11,4,46,16
1,42,43,1,-1,10,2,40,9
1,42,27,1,-1,13,8,51,20
1,44,36,1,-1,10,1,40,1
2,43,39,1,-1,8,1,32,1
2,40,62,1,-1,10,5,43,17
2,39,25,1,-1,11,2,44,9
1,39,28,1,-1,10,2,40,3
1,40,44,1,-1,5,1,21,1
1,43,52,2,-1,6,10,23,22
2,42,49,1,-1,10,2,42,10
1,39,53,2,-1,6,10,23,22
2,44,64,1,-1,10,1,43,1
1,39,32,1,-1,3,8,4,20
2,43,35,1,-1,10,2,43,6
1,43,39,1,-1,10,2,43,3
2,39,34,1,-1,10,2,43,3
1,43,51,1,-1,12,1,49,1
1,46,72,2,-1,9,2,36,7
1,39,31,1,-1,13,3,51,12
2,43,30,1,-1,10,2,43,8
2,39,25,1,-1,5,4,22,16
2,42,62,1,-1,9,2,36,10
1,44,51,5,-1,10,2,40,8
2,44,50,1,-1,10,2,40,8
1,44,23,1,-1,9,5,36,17
2,43,23,1,-1,5,2,21,5
1,39,71,1,-1,3,4,4,16
2,40,74,1,-1,3,4,4,16
1,40,56,1,-1,1,5,1,17
2,43,44,4,3,5,2,22,9
2,44,39,1,-1,10,1,42,1
2,38,18,1,-1,11,3,46,13
2,42,45,1,-1,10,2,41,10
1,39,46,1,-1,3,1,4,1
1,44,61,1,-1,10,8,40,20
1,41,38,1,-1,1,1,2,1
2,42,40,1,-1,10,2,41,10
1,40,42,1,-1,5,9,22,21
2,43,58,1,-1,5,2,22,3
2,35,59,1,-1,4,9,19,21
1,33,60,1,-1,3,7,4,19
2,42,25,4,7,9,1,36,1
1,39,30,1,-1,8,4,33,16
1,43,30,1,-1,5,4,22,16
1,42,50,1,-1,3,2,4,4
2,42,53,1,-1,3,5,4,17
1,43,66,1,-1,9,1,36,1
2,42,65,1,-1,9,5,36,17
1,39,63,1,-1,6,10,23,22
1,46,62,1,-1,10,1,42,2
2,44,59,1,-1,10,5,40,17
2,39,55,1,-1,5,4,22,16
1,39,57,1,-1,4,4,13,16
2,43,25,1,-1,8,1,32,1
1,40,58,1,-1,4,3,6,14
1,39,25,1,-1,4,8,6,20
1,43,54,1,-1,10,5,41,17
2,43,51,1,-1,8,5,32,17
1,39,43,1,-1,12,3,49,14
1,41,62,1,-1,6,10,23,22
2,39,68,1,-1,12,3,49,15
1,39,64,1,-1,3,7,4,19
2,40,20,4,17,5,10,22,22
1,39,25,1,-1,12,8,47,20
1,37,59,1,-1,3,7,4,19
1,39,33,1,-1,13,3,51,12
2,40,20,1,-1,5,4,22,16
1,37,18,1,-1,11,3,46,13
2,43,50,1,-1,10,2,40,8
2,43,39,1,-1,10,2,40,8
1,42,41,1,-1,6,10,23,22
2,39,71,1,-1,12,3,48,15
2,41,52,1,-1,12,2,48,5
1,40,57,1,-1,12,2,49,6
2,42,34,1,-1,10,3,42,11
2,40,24,1,-1,8,5,32,17
1,43,71,1,-1,5,5,21,17
1,43,43,1,-1,13,5,51,17
2,40,39,1,-1,4,5,14,17
1,39,41,1,-1,3,8,4,20
1,43,61,1,-1,3,7,4,19
1,39,32,1,-1,1,3,1,14
2,40,48,1,-1,12,3,48,15
1,40,26,1,-1,3,7,4,19
1,39,26,4,8,6,5,23,17
2,40,24,1,-1,10,3,42,11
1,43,45,1,-1,3,1,4,1
2,38,68,1,-1,12,2,49,6
1,40,23,1,-1,11,3,46,13
1,40,21,4,2,11,3,46,13
1,43,31,1,-1,10,1,40,1
2,44,31,1,-1,10,2,40,8
1,43,65,1,-1,11,3,45,13
2,43,61,1,-1,12,9,47,21
1,39,36,1,-1,6,10,23,22
2,43,27,1,-1,10,1,40,1
2,39,21,1,-1,8,5,32,17
2,43,33,1,-1,13,5,51,17
1,43,53,1,-1,13,1,51,2
1,44,57,1,-1,11,1,45,1
2,42,58,1,-1,10,2,41,10
2,42,77,1,-1,10,2,40,8
2,41,24,1,-1,10,2,43,8
1,39,26,1,-1,5,10,22,22
1,40,56,1,-1,9,1,36,1
2,43,45,1,-1,5,1,22,2
1,43,46,2,-1,3,7,4,19
1,34,15,1,-1,5,4,22,16
2,43,32,1,-1,11,1,46,1
2,43,32,1,-1,11,1,46,1
1,39,27,1,-1,11,3,46,13
2,43,55,1,-1,13,1,51,1
1,40,59,1,-1,6,2,24,4
1,40,33,1,-1,8,1,32,1
1,43,54,1,-1,5,1,22,1
2,42,34,1,-1,5,1,21,2
1,39,34,1,-1,12,9,47,21
1,39,57,1,-1,4,10,14,22
2,40,50,1,-1,5,4,22,16
1,39,30,1,-1,5,9,22,21
2,40,26,1,-1,6,10,23,22
1,40,29,1,-1,10,3,42,11
1,44,51,1,-1,10,2,40,8
1,44,34,1,-1,10,2,40,6
1,44,32,1,-1,5,4,21,16
1,42,73,1,-1,13,1,51,1
2,39,20,1,-1,10,3,43,11
1,39,45,1,-1,3,7,4,19
2,40,47,7,-1,5,4,22,16
2,39,28,7,-1,11,5,44,17
1,39,63,1,-1,3,7,4,19
2,43,60,1,-1,13,2,51,6
1,41,50,1,-1,1,2,1,5
2,39,51,4,6,11,3,46,13
2,42,53,1,-1,10,2,40,8
1,40,54,1,-1,5,9,22,21
2,39,26,1,-1,12,8,47,20
1,41,30,1,-1,10,2,42,10
1,40,50,1,-1,8,4,34,16
2,40,27,1,-1,9,5,36,17
2,40,60,1,-1,5,5,22,17
1,40,59,1,-1,6,10,23,22
1,39,22,1,-1,1,6,2,18
2,43,23,1,-1,9,1,36,2
1,40,39,1,-1,11,3,46,14
1,39,25,4,8,4,9,8,21
1,39,23,1,-1,5,10,21,22
2,43,46,1,-1,10,2,40,8
2,37,17,4,4,5,4,22,16
2,43,34,1,-1,10,2,40,8
1,40,37,1,-1,7,8,29,20
1,39,41,1,-1,12,1,47,1
1,39,50,1,-1,5,4,22,16
2,39,48,1,-1,5,4,22,16
2,39,61,1,-1,10,3,41,14
1,39,53,1,-1,3,7,4,19
2,44,54,1,-1,10,2,41,10
1,39,64,1,-1,1,1,1,1
2,40,63,1,-1,13,1,51,1
1,44,65,5,-1,4,2,19,5
2,44,63,1,-1,5,2,22,10
2,43,64,1,-1,10,2,40,6
1,41,64,1,-1,10,2,40,8
2,40,56,1,-1,6,10,23,22
1,35,24,1,-1,6,10,23,22
1,43,22,1,-1,9,2,36,3
2,39,34,1,-1,4,9,11,21
1,43,30,1,-1,9,2,36,4
1,39,45,1,-1,5,4,22,16
2,42,40,1,-1,13,5,51,17
2,40,20,1,-1,10,2,41,10
1,40,68,1,-1,1,6,1,18
1,40,21,1,-1,6,5,23,17
2,43,64,1,-1,10,2,41,10
2,42,37,1,-1,10,2,41,10
1,40,35,1,-1,3,8,4,20
2,40,41,1,-1,12,3,49,14
2,40,39,1,-1,10,3,43,15
2,43,37,1,-1,9,3,36,15
1,39,23,1,-1,1,10,1,22
1,36,23,4,8,6,10,23,22
1,43,72,1,-1,8,4,33,16
2,43,31,1,-1,9,5,36,17
1,43,31,1,-1,9,5,36,17
1,43,28,1,-1,9,4,36,16
2,44,29,1,-1,11,2,45,10
1,39,47,1,-1,5,9,21,21
2,39,42,1,-1,11,1,46,1
1,40,32,1,-1,11,3,44,15
1,39,60,1,-1,4,10,18,22
1,43,38,1,-1,8,1,34,1
2,43,39,1,-1,1,5,1,17
2,44,43,1,-1,10,2,42,6
1,41,53,1,-1,12,8,47,20
2,43,52,1,-1,10,2,40,8
2,41,54,1,-1,10,1,42,1
2,40,21,1,-1,10,3,42,11
1,39,62,6,-1,10,3,42,11
1,39,23,1,-1,5,4,22,16
1,40,67,1,-1,6,5,23,17
1,42,33,1,-1,8,4,34,16
1,40,50,1,-1,13,8,51,20
2,39,36,1,-1,12,1,48,1
1,39,38,1,-1,12,1,48,1
2,40,57,1,-1,9,5,36,17
1,41,60,1,-1,5,4,22,16
1,42,22,1,-1,6,7,23,19
2,41,22,1,-1,9,2,36,10
1,40,25,1,-1,12,9,47,21
1,39,22,1,-1,5,10,22,22
2,41,48,1,-1,10,2,41,10
1,40,53,1,-1,5,4,22,16
2,40,65,1,-1,11,1,46,1
1,41,60,1,-1,11,1,46,1
1,40,39,1,-1,10,3,41,11
1,39,37,1,-1,6,10,23,22
2,39,39,1,-1,6,4,23,16
1,41,58,1,-1,3,7,4,19
1,39,24,1,-1,5,8,22,20
1,39,21,1,-1,11,3,46,13
1,40,24,1,-1,11,3,46,13
1,44,32,2,-1,5,1,22,2
1,40,22,4,3,1,2,2,5
1,40,22,1,-1,11,3,46,13
2,39,48,1,-1,13,3,51,12
1,39,22,1,-1,3,7,4,19
1,39,50,1,-1,8,1,34,1
2,43,39,1,-1,10,2,41,10
2,36,17,1,-1,12,10,48,22
1,40,71,1,-1,1,1,1,1
2,41,69,1,-1,1,1,1,1
2,43,28,1,-1,13,5,51,17
1,39,31,1,-1,1,7,2,19
2,44,34,1,-1,10,2,40,8
1,43,36,1,-1,10,2,40,8
1,43,33,1,-1,4,4,14,16
2,43,31,1,-1,9,2,38,10
1,43,32,1,-1,5,4,21,16
1,43,50,1,-1,9,2,36,4
1,39,37,1,-1,3,7,4,19
2,40,37,1,-1,7,1,29,1
2,39,63,2,-1,13,5,51,17
1,39,32,1,-1,9,2,36,3
2,40,26,1,-1,12,3,48,15
1,44,37,1,-1,10,2,43,10
1,38,51,4,8,11,1,44,1
1,43,49,1,-1,9,2,36,4
2,43,50,1,-1,10,2,41,10
2,39,62,1,-1,8,2,32,7
1,44,54,1,-1,12,2,49,6
2,44,58,1,-1,12,2,49,6
1,40,38,1,-1,9,3,38,12
2,39,39,1,-1,13,1,51,2
2,43,42,1,-1,11,1,45,1
1,43,42,1,-1,5,1,22,1
1,40,70,1,-1,5,3,22,12
2,43,71,1,-1,10,2,40,8
2,40,43,1,-1,12,3,48,11
1,43,31,1,-1,9,2,36,3
2,39,23,1,-1,11,3,46,13
1,43,47,1,-1,6,8,24,20
2,39,46,1,-1,8,4,34,16
2,35,16,1,-1,10,3,43,14
1,40,51,1,-1,3,1,4,1
2,41,46,1,-1,10,3,42,11
2,45,42,1,-1,9,2,36,7
1,43,39,1,-1,9,1,38,1
2,40,80,1,-1,6,5,23,17
1,46,80,1,-1,10,2,42,10
2,40,21,1,-1,10,3,41,11
2,39,21,1,-1,10,3,42,11
1,41,26,1,-1,8,4,33,16
2,39,22,1,-1,12,3,48,15
2,39,67,1,-1,12,3,50,14
2,40,20,1,-1,5,4,22,16
2,40,21,1,-1,9,3,38,14
2,40,28,1,-1,3,1,4,1
1,39,32,1,-1,4,5,6,17
2,39,29,1,-1,10,2,42,10
2,40,62,1,-1,8,1,33,1
2,43,27,1,-1,10,2,43,6
1,36,29,1,-1,6,10,23,22
1,45,42,1,-1,10,1,42,1
2,43,43,1,-1,10,5,42,17
1,37,19,7,-1,12,8,47,20
2,36,17,1,-1,12,3,50,14
2,42,39,1,-1,7,1,27,2
1,43,46,1,-1,5,4,22,16
1,33,56,1,-1,5,9,22,21
2,34,62,1,-1,5,4,21,16
1,46,65,1,-1,10,2,42,10
2,44,57,1,-1,10,2,42,10
2,44,71,5,-1,10,2,40,8
2,40,51,1,-1,11,1,44,1
2,39,30,1,-1,10,3,41,11
1,39,30,1,-1,3,7,4,19
1,43,46,1,-1,4,1,19,1
2,39,34,4,7,11,5,46,17
1,35,16,1,-1,10,2,42,10
1,43,55,1,-1,4,9,17,21
1,39,54,1,-1,4,9,14,21
2,39,55,1,-1,4,9,14,21
1,44,47,1,-1,13,2,51,9
2,39,19,1,-1,10,5,42,17
1,37,21,1,-1,9,2,38,5
1,39,18,1,-1,10,2,42,10
2,39,18,1,-1,11,3,46,13
1,39,30,1,-1,3,7,4,19
2,40,50,1,-1,10,5,42,17
2,38,29,1,-1,11,3,44,13
2,39,66,5,-1,5,2,22,9
2,43,45,4,8,10,2,41,10
2,39,18,1,-1,11,3,46,13
1,43,65,1,-1,10,1,42,1
2,40,60,1,-1,4,2,13,10
1,39,76,1,-1,6,10,23,22
2,43,57,1,-1,8,4,34,16
2,42,21,1,-1,11,3,46,13
1,39,41,1,-1,3,7,4,19
2,39,56,1,-1,5,10,21,22
1,39,56,1,-1,11,3,45,12
1,39,28,1,-1,4,9,19,21
1,40,48,1,-1,8,4,34,16
2,40,51,1,-1,8,1,34,1
1,40,24,1,-1,5,10,22,22
2,40,23,1,-1,10,5,42,17
2,41,61,1,-1,9,2,36,4
2,42,26,1,-1,9,2,36,4
2,43,32,1,-1,5,3,22,14
1,39,31,1,-1,5,5,21,17
2,39,23,1,-1,5,10,22,22
2,39,23,1,-1,9,10,38,22
2,39,45,1,-1,11,3,46,13
1,39,57,1,-1,4,9,10,21
2,37,18,1,-1,12,3,49,14
2,39,40,1,-1,10,5,43,17
1,35,37,1,-1,9,3,38,14
1,37,16,1,-1,11,3,46,13
1,46,85,1,-1,12,2,49,9
2,39,27,1,-1,6,5,24,17
1,39,29,1,-1,3,7,4,19
1,34,44,1,-1,4,10,14,22
2,39,23,1,-1,4,9,14,21
2,39,22,1,-1,4,9,14,21
2,39,20,1,-1,4,9,14,21
1,39,34,1,-1,11,3,46,13
2,36,31,1,-1,11,3,46,13
1,39,48,1,-1,6,5,24,17
2,38,48,1,-1,11,3,46,13
2,44,44,1,-1,10,2,40,8
2,42,44,1,-1,10,1,40,1
1,45,48,1,-1,9,2,36,4
1,39,36,4,8,10,5,41,17
2,39,55,1,-1,10,3,42,11
2,37,52,1,-1,5,8,22,20
2,39,61,1,-1,10,5,41,17
1,39,45,1,-1,9,2,38,5
2,40,35,1,-1,11,3,45,13
1,43,36,1,-1,11,3,46,13
1,39,24,1,-1,11,3,46,13
2,34,28,1,-1,5,10,21,22
1,37,64,1,-1,5,4,22,16
2,40,28,1,-1,13,2,51,6
1,39,51,1,-1,3,8,4,20
2,39,41,1,-1,3,8,4,20
1,38,18,1,-1,11,5,46,17
2,36,16,1,-1,11,5,46,17
2,43,51,1,-1,10,1,42,1
1,39,23,1,-1,10,3,40,14
1,39,49,1,-1,11,1,46,1
1,40,33,1,-1,7,8,29,20
2,40,32,1,-1,10,3,40,13
1,43,36,1,-1,5,9,22,21
2,40,43,1,-1,12,4,47,16
1,34,85,1,-1,1,1,1,1
1,40,69,1,-1,10,2,42,3
1,40,51,1,-1,5,1,22,1
2,39,46,1,-1,5,5,22,17
1,40,42,1,-1,3,7,4,19
1,41,30,1,-1,6,8,23,20
2,43,27,1,-1,3,1,4,2
1,43,24,1,-1,8,1,32,2
2,44,56,1,-1,1,1,1,1
1,41,62,1,-1,1,1,1,1
2,39,49,1,-1,4,9,13,21
1,42,57,1,-1,3,7,4,19
2,42,51,7,-1,4,5,6,17
1,42,23,1,-1,4,9,6,21
2,39,70,1,-1,5,4,22,16
2,39,80,1,-1,5,3,22,13
1,44,72,3,1,10,10,40,22
1,35,16,1,-1,5,10,22,22
1,41,49,1,-1,9,3,38,14
2,44,47,1,-1,10,1,43,1
2,40,20,1,-1,6,5,23,17
2,43,55,1,-1,10,2,41,10
1,43,53,1,-1,9,1,36,2
1,41,29,1,-1,6,8,24,20
2,40,60,1,-1,10,5,42,17
2,39,50,1,-1,10,3,40,13
1,39,60,1,-1,10,10,40,22
2,39,32,1,-1,10,5,41,17
1,42,47,1,-1,12,10,47,22
2,43,51,1,-1,13,2,51,8
1,39,53,1,-1,3,7,4,19
2,44,63,1,-1,8,4,34,16
1,40,64,1,-1,5,4,22,16
2,39,38,1,-1,4,10,13,22
2,39,41,1,-1,8,5,33,17
1,39,44,1,-1,3,7,4,19
1,37,17,1,-1,11,5,46,17
2,40,28,1,-1,11,5,44,17
2,36,50,1,-1,11,3,44,12
2,41,29,1,-1,10,2,42,10
2,39,28,1,-1,9,5,38,17
1,39,26,1,-1,3,7,4,19
1,40,25,1,-1,6,10,23,22
1,43,34,1,-1,11,10,46,22
2,44,39,1,-1,10,1,41,1
1,39,41,1,-1,4,7,18,19
2,37,18,4,2,11,3,46,13
1,40,38,1,-1,13,3,51,12
2,44,31,1,-1,10,2,42,10
2,41,55,1,-1,9,5,38,17
1,43,45,1,-1,3,7,4,19
1,44,34,1,-1,10,2,40,8
2,43,28,1,-1,8,4,33,16
1,39,29,1,-1,4,2,20,4
2,40,66,1,-1,10,5,42,17
2,43,55,1,-1,10,2,40,8
1,41,63,1,-1,10,3,40,14
2,40,28,1,-1,10,2,41,10
1,43,38,1,-1,13,3,51,12
2,43,38,1,-1,8,4,33,16
2,43,73,1,-1,11,1,44,1
1,40,29,1,-1,11,3,46,13
1,34,71,5,-1,11,1,46,1
2,34,60,1,-1,11,1,46,1
1,40,29,1,-1,11,10,46,22
2,42,24,1,-1,5,10,22,22
1,39,26,1,-1,4,10,11,22
2,39,33,1,-1,10,3,42,11
2,39,53,5,-1,12,3,48,15
2,39,32,1,-1,10,5,41,17
1,39,35,1,-1,3,7,4,19
1,44,45,1,-1,10,2,40,6
2,44,44,1,-1,10,2,40,8
1,43,54,1,-1,5,4,22,16
2,39,58,1,-1,10,4,40,16
2,37,18,1,-1,9,3,38,14
2,40,60,2,-1,6,10,24,22
2,43,26,1,-1,12,2,49,5
1,39,64,1,-1,1,6,2,18
2,39,61,1,-1,5,4,22,16
2,40,50,1,-1,8,1,33,2
2,40,24,1,-1,10,5,41,17
1,39,24,1,-1,5,4,22,16
2,36,22,1,-1,10,3,42,11
2,42,49,1,-1,3,5,4,17
1,39,61,1,-1,5,2,22,5
